Obstacle Density;Mobility (m/s);Frequency (GHz);Transmit Power (dBm);Number of Antennas;Codebook Size;Bandwidth (MHz);Interference Level (dB);SIFT Keypoints;Beamforming Gain (dB);Latency (ms);Energy Consumption (kWh/Gb);Throughput (Mbps);Beam Training Time (s);SNR Improvement (dB);Processing Time (ms);Memory Usage (MB);Environment_Outdoor;Device Type_IoT Sensor;Device Type_Smartphone;Optimized
3;1.318535066;60;32.68122361;128;64;50;-66.12683229;305;17.8318974;9.230118858;0.011286611;519.672691;0.176094624;5.542289908;2.347399988;466;True;False;False;0
4;0.316994053;28;13.90709274;512;128;200;-73.71148317;419;16.02312607;1.811022696;0.03498389;874.5866986;0.060054124;9.821319167;1.416069007;329;False;False;False;1
4;1.922478944;28;15.50221692;64;128;200;-64.0949131;298;14.50733138;7.934333078;0.026673385;569.6409025;0.049014577;16.45326851;3.294890193;145;False;True;False;0
5;0.648114548;100;22.95690441;256;64;400;-70.9273026;455;22.04895101;6.551351959;0.032408376;274.1282645;0.060206348;19.40309311;3.30501318;220;True;False;False;0
4;1.858763865;28;27.75286916;64;128;400;-52.6115209;213;14.08003861;6.387734609;0.027172854;902.8271039;0.182891462;9.142046245;4.808949142;407;False;False;False;0
8;1.950603277;100;12.39322637;512;32;400;-97.31514607;379;20.84415137;3.632863856;0.048642245;127.9554908;0.183962477;8.697744866;2.770283227;485;True;True;False;0
6;0.456074559;28;17.94236744;128;128;100;-94.68771458;254;13.09295619;7.155040193;0.034164356;905.8566409;0.072509197;13.45424878;3.763230497;443;True;True;False;0
6;0.184048881;150;34.21686514;256;64;50;-91.31641815;264;13.74780694;8.153179793;0.039969453;145.468204;0.144032495;17.17525849;3.29988251;187;False;True;False;0
8;2.342284758;60;16.55857417;128;32;400;-65.49144647;321;15.04691744;2.015723484;0.047453878;699.2644281;0.138391598;16.19788523;1.707040916;341;False;True;False;1
7;1.379401271;150;17.82625363;512;64;400;-67.72020636;190;18.83734566;5.801692879;0.033663973;164.5114417;0.1632469;13.39938354;3.368257231;227;True;False;False;0
8;0.174491387;100;30.91246227;64;256;400;-55.39705699;266;16.81633479;1.911386629;0.010482501;735.5916874;0.066336805;14.47084522;3.160466837;128;True;False;False;1
2;2.984598952;150;11.25536079;256;32;50;-63.35612736;306;21.17717215;8.853166174;0.011371667;130.5741892;0.106926323;8.63148436;2.975623976;170;False;False;True;0
9;0.173341683;100;21.61532922;128;32;50;-74.58222562;381;13.20350951;5.568730504;0.038093537;858.2119549;0.136858051;11.48861398;3.053691735;438;True;False;True;0
1;2.085105687;28;19.49041911;128;128;400;-50.40841038;164;10.16008432;8.271691203;0.021163405;519.3495558;0.014988796;8.830484398;1.655951888;295;False;False;False;0
8;2.951036776;28;17.914669;128;32;400;-86.69460219;475;21.64836208;4.312770739;0.033175189;184.1085214;0.081580362;18.26626962;2.853910925;319;True;False;True;0
4;0.717540313;100;17.14248985;64;64;200;-58.34041701;103;22.32474001;2.125704041;0.018091087;736.1375005;0.142218788;6.68831761;3.422613087;161;False;False;False;1
4;0.426748106;150;12.28435262;256;128;400;-78.66048139;256;10.89220245;1.373493739;0.020809955;540.3611418;0.057993068;15.19610837;2.957796795;161;False;False;True;0
5;0.364154818;28;17.87064573;64;256;100;-67.56324306;348;19.16361283;3.533586587;0.030185642;271.853973;0.19196378;8.904247957;2.954744781;303;False;True;False;0
8;0.909825443;60;11.07631007;64;64;100;-63.63657648;356;15.67310176;3.198103303;0.049022779;114.1051365;0.015730661;12.13366115;1.310070839;323;True;False;True;0
5;0.303137433;28;29.52409659;64;256;400;-68.31229564;334;21.90843483;6.043167766;0.03465082;476.1984338;0.192036566;9.491191704;1.763096608;285;True;True;False;0
8;2.076484025;60;19.95569485;512;256;50;-92.97463484;405;23.11621831;1.195649543;0.047445924;177.0663077;0.051185135;9.848679756;2.283890771;372;False;True;False;0
1;0.186875394;150;21.09759581;512;256;200;-77.85244946;465;22.7650565;5.685134899;0.048375194;184.7527284;0.019276188;8.905895204;2.677387976;493;True;True;False;0
9;1.528266384;60;32.33986466;512;32;50;-71.9280811;494;21.65806371;4.525945678;0.0183244;340.5965935;0.065570066;16.29189382;3.375749775;467;False;True;False;0
6;2.990090562;60;26.4513746;256;64;400;-57.54781204;173;14.03578343;6.194100429;0.022447744;667.4124675;0.159393638;10.48573786;4.453380418;473;False;False;True;0
3;2.441910809;60;10.20147758;64;64;100;-77.81771256;286;22.17834465;7.321757753;0.040799691;576.9195477;0.152963981;15.89535527;1.636658952;462;True;False;False;0
8;1.845658315;60;33.57937057;64;32;200;-54.06263476;161;18.00217714;6.706827506;0.04467056;162.0885774;0.049679679;11.84104895;1.060352121;198;True;True;False;0
9;0.918760862;28;15.92861165;512;128;50;-77.98128885;436;10.79134922;9.861799324;0.03076907;971.5881483;0.047390125;13.20869063;2.796948523;454;False;False;True;0
6;1.871687509;60;12.69035462;64;256;50;-72.56100704;263;16.85408275;2.244388095;0.049729043;898.4518195;0.132090184;13.14931214;2.72841159;241;True;True;False;1
7;1.581124392;28;29.20320446;64;64;400;-60.18571585;155;24.13236876;4.86763308;0.010462888;333.3029384;0.097035711;19.63778119;3.207604874;412;True;False;True;0
1;1.278250152;60;22.5119329;128;32;200;-70.84661578;210;23.31789025;4.82347663;0.021983706;210.1047184;0.160535091;10.50593684;4.332887085;270;False;False;True;0
5;0.39213113;100;20.84426415;64;256;100;-51.98909638;317;11.53396421;4.753478833;0.03492647;948.1625783;0.014585228;8.115261431;4.209442204;224;False;False;True;0
5;2.659812646;150;16.23757699;128;128;400;-66.98320847;339;21.16190029;6.974185528;0.028771596;515.0276001;0.125978254;18.67687911;1.400173138;436;True;False;False;0
4;1.349353946;60;23.68678725;64;128;200;-73.8645273;120;22.08689299;5.408452545;0.014664119;380.0502683;0.148827682;7.62258934;4.735981467;447;False;False;True;0
6;0.583867535;100;16.85961513;256;256;50;-98.82040161;240;14.07082282;5.656893038;0.024711483;541.3222316;0.198743361;17.51634269;1.441657579;339;False;False;True;0
7;1.103278053;60;32.53957513;512;128;400;-79.31335512;364;17.07412856;4.891203929;0.011017886;795.4697301;0.138968522;7.253223432;3.538282034;444;True;False;False;1
9;1.242389258;60;15.38011199;128;64;50;-85.03757904;238;20.66481912;9.925295149;0.035709842;251.5467685;0.05405058;14.88086501;3.689625174;312;False;False;False;0
1;2.482613687;60;32.10887876;512;64;50;-62.59471661;169;16.58562233;9.348052139;0.045709702;790.7462502;0.030555377;7.258112199;3.719509949;332;False;False;True;0
6;2.200843142;100;23.98513564;128;64;400;-89.58611624;484;11.69195378;3.769517704;0.045394965;774.5021091;0.131774187;18.84628729;2.061404687;491;True;False;False;0
7;2.307914681;150;30.71220335;128;128;400;-89.73899564;217;20.58823667;2.004345323;0.037981779;585.4133844;0.109404783;13.47512424;2.321380367;343;True;True;False;1
3;0.033093793;100;27.8211499;128;64;400;-90.52404784;297;23.67458035;8.557882516;0.028630808;879.2580599;0.180837605;9.939107587;3.194707501;373;False;True;False;0
8;1.248461995;150;27.41737779;256;32;400;-93.71921934;304;19.78727093;9.974532263;0.030481265;218.9290404;0.148055524;7.104841624;1.798349983;366;False;False;False;0
5;1.444032455;60;18.10864519;64;64;400;-84.44964982;313;21.60701123;3.633480046;0.015476753;635.931106;0.106851066;10.56788354;1.081241871;420;True;False;False;1
9;0.05757683;28;15.84742329;128;64;50;-55.70389428;155;15.37543803;4.220064333;0.023640684;504.4087473;0.086681999;15.57530052;3.248577818;135;True;False;True;1
5;0.779439626;60;15.27215569;256;128;100;-61.25357638;386;12.74797368;9.474698633;0.017509123;480.0629016;0.086831193;10.77426326;2.861114288;205;True;False;False;0
9;2.280869469;150;31.42979143;128;64;100;-63.23743918;392;19.64160492;7.400165662;0.042848008;327.3049641;0.052997814;8.691412041;3.626924825;451;True;False;True;0
4;0.411329117;100;30.51067051;64;256;400;-60.13315972;274;14.91656809;3.660744986;0.046590156;435.0516911;0.013291935;13.66114172;1.586802303;404;False;True;False;0
9;1.605930394;60;21.0143382;128;32;50;-86.52910553;446;22.90110278;6.229418422;0.03147693;197.3356804;0.119233012;11.26732779;4.363699578;329;True;False;False;0
5;0.645605616;100;13.31011534;256;128;100;-55.62791546;469;11.83942075;9.498066214;0.039110562;326.4390728;0.050358799;7.48709354;1.584885954;341;True;False;True;0
9;0.036362324;100;19.5563063;64;32;100;-93.13483124;227;16.5019555;8.306317963;0.014858591;344.768597;0.049582114;7.309819854;4.56537442;221;False;False;True;0
3;0.723604373;100;25.48358635;256;256;100;-83.18271366;477;15.95091401;7.676494424;0.034341386;748.6010807;0.033822433;15.61192985;2.79808469;202;True;True;False;0
4;2.927621265;60;21.36007886;64;128;50;-70.66259405;424;24.0708078;7.632966806;0.038111641;143.6953845;0.046023143;19.62007843;3.199221037;284;False;False;False;0
9;2.404611336;100;29.50473171;64;128;400;-94.85474558;391;12.29702201;2.602182919;0.028110725;686.0730773;0.016039938;8.496411063;4.586325344;280;True;True;False;0
6;2.878729933;100;34.94057056;512;64;400;-63.49349061;387;10.14770238;8.422131153;0.019730923;299.2689188;0.138103975;16.59722901;2.199652194;269;True;False;True;0
2;1.463562132;60;14.77830221;512;32;400;-80.63769759;325;13.57127819;3.485067692;0.045094981;173.6753553;0.086265452;6.314100537;1.727307985;205;True;False;True;0
7;0.329208596;100;21.49127049;512;256;200;-60.77971672;163;22.3041529;9.373299921;0.039716349;370.725545;0.116689674;10.72363879;2.783006483;449;False;False;False;0
2;1.643878467;60;20.77459755;64;256;200;-75.35518572;147;13.13982724;4.281759919;0.045994291;302.0255825;0.131021947;12.60032229;1.977468914;309;False;False;True;0
2;1.363132004;150;17.61231332;128;128;200;-90.95627378;301;13.61317096;8.718943573;0.042736106;596.8291383;0.194772067;9.031204179;3.111375646;322;True;False;False;0
1;2.533071248;150;14.95238792;256;64;50;-63.26190943;436;11.94848207;3.396101451;0.049614977;421.6387631;0.022970515;12.94367625;2.101031458;285;False;True;False;0
3;0.294247742;150;11.64230291;256;128;100;-87.39280221;159;20.73154305;5.630742429;0.017686909;969.3943682;0.08940436;18.23921641;4.457958142;273;False;False;False;0
6;1.464723411;100;32.17798293;256;128;100;-75.45948494;496;11.03761286;1.961967659;0.013469911;967.1946395;0.056720607;19.16656944;3.429298369;181;False;False;False;0
8;0.450145994;28;20.49621744;512;128;50;-96.22333654;356;14.96812453;6.941070127;0.023480112;499.3437422;0.100575267;6.508354316;1.000962679;483;False;False;True;0
9;0.974027781;28;22.42238796;64;128;50;-69.10666728;164;14.2374809;8.524713477;0.015160167;815.5787146;0.184889737;9.07768901;4.221894939;404;False;False;True;0
7;2.212071232;100;32.92355121;512;256;400;-66.70711169;338;18.32739595;7.466025532;0.030925205;111.9416868;0.14755701;19.68700876;2.320849347;436;False;False;False;0
4;1.428054388;28;29.40726194;128;256;400;-81.0662895;388;20.95624398;5.709326616;0.035321156;593.0304263;0.135770421;9.056276156;2.280831937;210;True;False;True;0
6;1.127664855;60;13.2625316;64;128;200;-52.27886098;137;17.99314652;1.406042907;0.033131545;768.9692551;0.093836717;15.39061027;2.532251249;283;True;False;True;1
5;1.183428836;28;24.13549919;256;128;200;-56.29155393;124;23.96538989;9.400969065;0.020369605;295.2489029;0.137511375;8.801805408;3.521050112;131;False;False;True;0
8;1.378340305;100;21.05630691;512;64;50;-64.60295421;158;24.27163958;7.349405937;0.046352961;155.0545796;0.016151322;10.3454839;2.768242842;438;True;False;False;0
1;2.355049632;100;29.93027681;512;128;200;-64.31739628;456;15.42197993;7.712778145;0.010846895;240.3270423;0.121385348;7.869184818;3.514542186;398;True;False;True;0
1;2.676254067;60;28.10581369;128;256;100;-87.37991425;482;21.66520564;8.15212518;0.023920534;497.6632785;0.115217547;17.84450291;1.587122887;191;True;False;False;0
6;2.86600406;150;27.26014305;128;32;50;-67.15923845;396;21.08202075;7.729690833;0.038759699;555.7342787;0.075861682;18.23973146;4.880657858;239;True;False;True;0
2;2.360710159;100;18.51362089;512;256;50;-90.08968674;257;23.39446888;4.970045477;0.040677157;442.7966099;0.048287684;9.453687619;3.918425148;366;False;True;False;0
5;0.946220687;60;30.12409326;128;64;100;-92.7998388;156;16.7191546;7.602596464;0.026644742;495.9763903;0.163435555;17.35384736;2.000828429;271;True;False;True;0
1;2.064404118;28;11.30978239;256;256;400;-50.02660529;147;17.95709781;6.62524109;0.010676393;523.2114636;0.020233802;10.37362475;3.896679632;501;True;False;True;0
7;1.312809372;28;13.99062254;128;32;400;-68.88120343;427;16.2366147;8.686147003;0.034721747;792.4929954;0.023237844;6.485291343;3.300101825;147;False;False;False;0
1;0.764011866;60;18.39058182;128;128;100;-78.45060637;155;22.75565379;8.222138338;0.012523787;194.7177083;0.093699131;16.37114596;1.436755986;191;False;False;False;0
4;2.522614738;60;11.92018603;512;32;100;-85.59177386;164;13.44553473;1.372369442;0.014314231;792.0554204;0.057985364;13.94669373;1.712785707;416;True;False;True;0
9;0.115279047;100;15.87485694;512;128;200;-69.80397782;367;13.59563617;4.409983813;0.036010029;719.7645721;0.151635959;9.115736655;1.165232568;208;True;True;False;0
1;2.705285976;28;30.75377457;64;128;50;-97.52032459;168;15.58907655;1.31244537;0.022499533;767.4947285;0.130496115;8.794996108;4.236952287;324;True;False;True;1
4;1.384432394;60;33.70628844;64;256;200;-95.26595047;315;13.45514248;1.918674323;0.023921206;761.0215473;0.156781611;19.63435056;3.20681901;509;True;False;True;0
6;1.91160443;28;17.61505889;512;256;100;-98.35716511;489;18.41510255;6.412696498;0.029472283;523.5326342;0.071689002;17.93751561;2.266994595;196;True;True;False;0
6;1.978061767;60;16.6128951;128;256;200;-75.04150834;188;12.0173516;8.86439639;0.049143136;290.2601661;0.150698599;17.14697494;1.505379608;313;True;False;False;0
8;2.685353222;28;16.99731631;128;64;100;-69.96966854;380;14.80279329;2.078422828;0.048617689;582.9660139;0.173837615;6.92026563;2.936183504;294;False;False;True;0
1;1.910009047;150;16.94297718;64;256;200;-96.87601193;356;23.70167048;5.059803587;0.02665044;962.1838482;0.075602154;16.32780911;3.101045387;332;True;False;False;0
7;1.841800754;100;10.89825455;64;64;200;-63.93877663;259;16.1383822;9.197910143;0.020619969;629.6731133;0.074580206;8.218103318;3.807794004;291;True;False;False;0
1;0.199956122;28;33.17290866;64;256;400;-88.48024642;333;21.22350575;8.328708853;0.022103686;109.9424307;0.180990767;19.66083415;4.879748842;221;False;True;False;0
7;1.555224066;150;15.34245354;256;128;100;-65.73992731;230;11.70193288;5.677011068;0.020751252;153.7398144;0.019460148;5.781337819;2.739782122;376;False;True;False;0
3;0.450507002;28;20.50010185;256;64;200;-50.905143;148;13.71346762;7.944142954;0.031289832;993.5770902;0.076535987;10.28207725;2.624136826;195;False;False;False;0
8;2.212301306;28;10.24217207;64;32;50;-65.4447065;246;22.11018432;5.704243966;0.034274392;164.7517233;0.032547773;11.42971761;2.479720018;470;False;False;True;0
3;1.536665762;150;31.44887727;128;64;200;-55.84034735;415;21.44489404;2.422831036;0.029551176;141.440644;0.015506312;17.36304367;4.307695636;148;True;False;False;0
1;2.040683338;28;28.27893361;64;64;200;-52.59007466;101;15.79233878;2.122625019;0.026319774;417.7218424;0.031445189;16.49334227;1.625268886;446;True;False;True;0
8;0.125018702;28;33.66890088;256;32;50;-75.66244758;428;24.31595353;2.695314089;0.018451402;972.3854829;0.0919367;10.62488217;2.375251615;212;True;False;True;1
3;0.254376048;100;29.54038698;128;64;100;-64.88375103;244;23.65964524;4.158298855;0.029300224;386.8076384;0.140521653;13.4834044;3.89988322;151;True;True;False;0
2;2.148970164;150;17.8426628;256;128;400;-57.40153732;465;24.43451124;9.374763409;0.023644109;468.8957178;0.064963661;17.53392745;1.062779741;238;True;False;True;0
1;0.216253008;150;16.19683397;128;256;400;-82.16955436;160;16.41872035;8.197105723;0.031663819;670.6693551;0.171438308;5.272993882;2.157522894;478;True;False;True;0
3;0.213770183;60;27.44290769;256;32;400;-86.93013417;372;12.96210376;4.895214051;0.037007577;121.7006554;0.093146969;17.03267149;3.565788651;210;False;False;False;0
2;0.036325426;28;19.10281938;128;256;50;-52.67007136;148;19.39987959;5.437690388;0.035332487;907.9872198;0.19396333;19.20344038;1.743808392;485;True;True;False;0
2;2.869504195;100;24.15537539;128;128;200;-63.68482498;431;20.27159737;3.390485119;0.028499608;567.4987158;0.191289577;5.480967822;2.210842276;205;False;False;True;1
6;2.212525078;28;10.15643678;128;32;100;-89.01589333;230;11.88162677;7.339176608;0.032242097;520.1298154;0.156922482;5.683714806;2.944180298;507;False;False;True;0
1;1.059754226;28;11.54714254;128;256;200;-77.54583037;142;21.79724551;8.224891043;0.021394245;874.653996;0.187157044;10.16771008;2.688094264;267;True;True;False;0
2;0.889606744;60;23.38419853;512;256;400;-60.17741152;156;10.2709033;3.150142261;0.01096961;957.7689304;0.144348254;6.316543457;1.42410876;503;False;False;False;0
6;1.049109689;28;24.15179116;256;128;200;-72.64685045;149;17.24092581;1.376394614;0.035000778;481.0827085;0.180160806;12.1891412;4.752941289;398;True;True;False;0
3;2.323960594;100;28.78632361;256;256;50;-67.50239509;277;14.96524389;6.615000488;0.020102742;255.1969714;0.054930006;15.93066028;1.177170882;466;False;True;False;0
4;1.984111833;100;13.29913299;512;128;50;-62.3115899;392;21.1045459;6.062609072;0.036758148;834.138343;0.075629838;13.50348853;3.998971026;296;True;False;True;0
1;0.555586704;60;22.82957709;128;64;100;-68.89954056;145;14.69141091;4.619180395;0.03988034;462.9343791;0.153056713;7.946478636;1.285691084;324;False;False;True;0
8;0.522328006;28;14.86119111;128;128;100;-72.9960339;269;22.40210669;6.795045476;0.04663711;941.9909856;0.090666635;14.8221695;2.869183212;389;True;False;False;0
7;0.295186949;100;12.32990299;256;64;400;-62.51928578;370;18.92430233;5.955519682;0.048324912;954.9090854;0.169092212;15.27281719;1.701645167;342;True;False;True;0
7;1.980908159;28;20.26239485;512;32;100;-63.62184823;435;21.90840043;3.255234189;0.010421042;203.3461285;0.176751386;18.98668934;1.564391186;194;True;False;True;0
3;2.293117987;28;14.0834162;128;256;200;-68.50637999;238;24.84010957;4.579560781;0.049614968;960.8985706;0.066948602;7.201953461;1.503591906;356;True;True;False;1
3;0.795139285;28;15.54454945;128;128;50;-82.01052933;346;20.18737519;4.853022128;0.037320733;431.4432929;0.166455654;15.38504247;2.811146547;288;True;False;True;0
2;0.062834883;60;17.9388645;128;128;50;-79.70939539;247;24.77425475;8.92223195;0.035740966;681.6272659;0.039310212;18.67140828;3.061939638;249;False;False;False;0
1;0.246515002;28;16.48471002;64;256;50;-51.47807256;329;10.4325449;9.648137387;0.010608524;131.2750736;0.073497375;12.5234623;1.533537974;276;False;True;False;0
7;2.903580105;100;12.18978244;512;256;100;-94.38070339;379;15.07209983;9.037012262;0.044449336;899.9958467;0.108413341;10.4269952;4.917582921;467;False;False;False;0
7;0.886334332;28;12.24790612;128;32;50;-86.57475414;224;11.61779897;7.472602216;0.015819658;677.4375964;0.053024315;7.561242413;2.031063547;320;True;True;False;0
2;2.307669444;100;14.83123538;64;32;50;-75.37991204;291;13.93457397;6.264934602;0.043493206;679.1990203;0.120060888;18.0018033;2.835365358;358;False;False;True;0
7;1.873990707;28;11.2639797;512;128;50;-58.16351569;473;22.58331849;7.203354719;0.010622502;911.958544;0.119952065;10.91369562;1.86507823;238;True;True;False;0
8;1.145818919;100;25.66142549;128;32;400;-91.81621681;179;10.48484898;9.451982987;0.03583857;557.5124574;0.04931155;18.87323665;2.975690582;272;True;True;False;0
1;0.617061787;100;17.18316791;256;64;400;-86.15226909;193;17.80274404;3.249988617;0.027392061;469.4649763;0.161171856;17.71637447;4.02406633;348;False;False;True;0
9;0.364159254;28;16.99364919;64;32;100;-96.71008911;325;18.50693061;5.816084569;0.018030669;879.5158771;0.130012453;10.64959778;3.084408057;191;False;False;True;0
7;1.845038904;28;18.29995736;64;32;50;-64.7007367;164;18.4172672;7.206472171;0.014302456;768.1784607;0.070374496;13.60871463;2.142595483;253;True;False;False;0
3;2.323901342;100;26.56990686;128;128;100;-88.08952823;187;17.12945611;7.113223012;0.027605108;954.0780985;0.054115109;5.407610544;1.993586435;345;False;False;False;0
8;1.931712761;150;31.76584704;128;64;50;-80.56626247;187;21.85904447;3.270510636;0.014932232;946.109704;0.176962526;8.948321043;4.035737625;411;True;False;True;1
7;1.5909064;60;28.97717331;64;32;50;-77.81492765;300;12.00314634;6.280583747;0.029457864;444.0935481;0.168791027;15.65409273;1.472952703;481;True;False;True;0
8;0.12585367;150;28.18823076;256;64;50;-55.43430322;313;14.65865523;8.163218282;0.035008682;502.2876611;0.053654528;15.16866419;2.479865978;363;True;False;True;0
6;2.905466333;150;22.10977964;256;64;100;-79.43348548;303;19.2358908;5.27571082;0.043095368;330.3864584;0.016764993;10.30054189;1.605930867;140;True;True;False;0
9;2.396142575;28;27.34513892;512;64;100;-92.738749;481;20.36427049;8.13968269;0.037145977;694.5831002;0.162861193;17.12912048;2.031903317;280;True;True;False;0
5;0.87846611;60;23.8190592;128;256;50;-73.78425308;188;16.06222648;4.23894338;0.012607991;428.0877731;0.126946626;8.537540778;1.61073293;366;False;True;False;0
3;2.939910988;150;15.4062632;256;256;200;-51.85210027;160;23.13056895;9.448841144;0.022297301;807.4905819;0.029167585;11.919058;4.547090034;317;False;False;True;0
3;1.805644769;28;15.21470919;512;256;100;-69.61571795;370;16.23240095;5.805355964;0.021519144;209.3956847;0.121598059;12.08795953;3.927616796;278;True;False;False;0
1;1.747267975;150;17.40980017;256;256;400;-50.83063898;193;16.04164202;6.363531557;0.046601297;204.762566;0.09591471;10.11225153;3.243708984;213;True;False;True;0
8;2.244219538;150;32.77006677;128;128;100;-57.94463455;406;10.54310892;1.282254119;0.044711282;284.0098433;0.157164562;19.31999152;1.89770089;148;False;True;False;0
2;2.435309364;28;23.68537101;512;32;50;-98.20171219;126;18.26712004;2.532422234;0.024805917;175.8629696;0.04972612;15.4502605;3.040907309;309;False;True;False;0
3;1.969435822;28;28.34763443;512;256;200;-67.08002023;313;20.63021258;6.696404924;0.01284621;658.0284469;0.096099781;13.08799003;3.083332826;446;True;False;True;0
8;0.384287239;28;18.663969;512;128;50;-85.66165612;173;11.71657245;4.778833346;0.045764293;232.6174894;0.039686382;12.6577264;3.361614903;285;False;False;True;0
8;1.014802518;60;20.19289427;256;32;400;-72.01915722;160;14.58149149;5.573474114;0.045527598;243.9666257;0.191930173;7.389441387;1.240340629;494;True;True;False;0
4;2.784250921;150;13.13913947;128;256;100;-86.03274045;285;21.71885431;1.566742679;0.044189845;112.8054014;0.15796025;10.58280346;4.891607885;203;False;True;False;0
4;0.673846836;28;14.28237395;512;32;100;-82.55647917;130;15.48879153;8.507217146;0.043803266;803.8810132;0.149977261;15.09159972;2.861755882;456;True;True;False;0
5;1.116501072;100;30.68391387;64;256;50;-53.84156441;318;13.62403693;8.060550421;0.02921016;831.0664499;0.141139266;18.8685533;4.706127096;330;False;False;True;0
6;1.296230649;150;24.62096579;128;128;50;-89.66784076;111;20.08300995;2.668185781;0.017097266;245.8201747;0.090433924;17.24696089;1.039232459;356;True;True;False;0
5;1.318214969;100;18.43831165;64;64;400;-56.2945441;401;12.95138167;6.708964215;0.029099522;765.5719908;0.185423659;9.505847059;1.990233583;279;False;True;False;0
7;1.838818747;60;30.07128022;64;64;200;-98.4771096;131;23.43479379;8.364836905;0.029783911;490.1906108;0.023854232;11.50934939;1.415982281;390;False;False;False;0
2;2.829227513;28;16.16299764;512;32;400;-95.45617308;259;11.58397594;6.767687228;0.02959727;315.6353947;0.162619224;6.243762811;4.078464709;199;True;False;True;0
7;0.722078135;100;34.40081747;512;128;200;-57.26624793;336;20.59824703;3.793582858;0.031550903;659.2461473;0.050894219;6.532584846;2.280500198;352;False;False;False;1
7;0.364504129;60;18.62044019;256;64;100;-68.47219845;326;17.49323052;6.905000354;0.020306281;260.6356669;0.071565312;12.0534558;4.361970034;258;True;False;False;0
1;0.59241147;28;18.43277385;256;256;200;-62.6381931;280;23.04894344;2.894155729;0.024649647;781.1952469;0.108691649;12.9532911;4.329541463;487;False;True;False;1
7;2.660774701;100;17.79779764;256;64;200;-89.52911646;416;11.89292637;3.864294976;0.027367464;142.8537048;0.158704452;8.960406435;3.671179171;155;True;False;True;0
5;1.937432438;100;13.0527879;128;32;100;-73.14582722;145;20.16842378;3.160626878;0.015244848;963.2178396;0.169321632;14.64174034;3.663127214;426;False;True;False;1
3;0.857720368;60;12.77842868;256;32;100;-63.13903882;440;18.58081959;6.012325922;0.028214565;164.6877283;0.120909128;15.55071028;3.800638768;224;True;False;True;0
3;2.447840817;28;26.20262586;64;128;100;-68.63429315;179;17.20135213;1.974039821;0.042418785;621.5035773;0.086576743;9.486741974;3.695055339;173;False;False;False;1
4;2.584109989;28;31.87795111;256;32;400;-76.41506166;234;17.37110895;9.399793423;0.043122382;911.9748611;0.18983546;16.37637089;2.547633431;128;True;False;True;0
2;2.539543016;100;29.76301276;512;64;100;-52.01081068;359;20.82965443;4.001611183;0.026462551;110.714022;0.056839046;8.084073786;3.731310578;293;False;True;False;0
2;2.756779601;100;13.52768985;256;64;50;-66.19213333;407;24.06612482;2.970731144;0.030752332;548.6630149;0.162587969;13.16377066;4.589627877;372;True;True;False;1
1;0.756723061;100;23.63955304;128;64;100;-54.61245999;346;11.36877489;5.468948322;0.011346013;415.0062679;0.126289428;17.0642164;2.330293968;346;True;True;False;0
5;2.265125786;28;12.63978865;128;64;100;-63.51147442;258;10.29253971;3.492980366;0.036977302;622.2989712;0.081610053;13.05513629;4.779556105;229;True;False;True;0
4;1.381618492;60;11.13236609;64;128;100;-63.22682357;302;22.08557189;5.814136777;0.026184235;302.9116481;0.010259917;18.61944078;1.054326352;418;False;False;False;0
2;2.525995659;60;26.40964648;128;256;200;-95.99908651;211;11.62254081;4.136582348;0.027819107;158.4092955;0.094853867;5.877518493;2.396330153;331;True;False;False;0
3;2.185472031;28;23.37880834;256;256;400;-82.02676891;391;24.80045194;2.188601297;0.044946909;663.3397332;0.0625768;13.82470768;1.528393607;329;False;False;True;1
7;2.329342339;150;12.05059213;512;128;100;-57.08152966;409;19.29022373;3.393057178;0.028473377;475.1643155;0.029825857;13.42633179;1.506479316;181;True;True;False;0
7;1.968485513;60;10.87348116;128;32;400;-88.36980689;218;19.76299593;4.945958605;0.01084769;660.2369848;0.024280127;14.90529993;4.261717976;407;False;False;False;1
4;0.532286308;100;34.74391034;64;256;50;-94.22470669;482;12.98337554;1.272639038;0.019099636;289.4852322;0.076036082;17.50110258;4.673473259;405;True;True;False;0
5;1.635080757;150;10.7505333;256;32;50;-83.69469717;116;13.60468465;7.935782743;0.029024825;404.8671367;0.126803904;15.88779627;4.111033017;143;False;False;True;0
5;2.954009219;150;21.11320633;64;256;100;-88.97810576;430;19.89025455;6.596421081;0.026975852;605.5132504;0.16912867;16.85424103;4.906462876;140;False;True;False;0
6;2.812164199;60;22.61547562;128;32;50;-53.73559026;326;23.64590257;6.412236466;0.044414805;633.8015005;0.044877017;9.332250886;1.865315881;483;True;False;False;0
9;0.129521207;150;12.9320037;128;128;400;-56.6016679;460;24.73585832;5.914449387;0.0316855;435.083327;0.090682355;10.81246068;1.563199649;483;False;False;False;0
2;0.494444447;150;14.22654446;64;64;200;-75.01583849;216;12.9704642;6.312818551;0.03758543;352.0478851;0.084471667;14.40165461;3.082815128;445;False;True;False;0
5;0.39518632;60;18.79512516;256;32;100;-96.93280628;142;12.01179434;9.411867574;0.028772932;346.3305665;0.107544862;13.30192208;4.316150459;214;True;False;True;0
3;2.17793973;60;29.04189691;128;64;50;-64.2718827;467;10.84602037;1.077122897;0.027586229;257.2294163;0.163821581;19.41655812;1.159356363;205;False;True;False;0
