Vehicle ID;Position;Speed (km/h);Data Transfer Rate (Mbps);Connection Duration (s);Traffic Density (%);Network Load (Mbps);Latency (ms);Throughput (Mbps);Signal Strength (dBm);Intrusion Detected;Anomaly Score;Encryption Status;Intrusion Type;Resource Allocation (Mbps);Optimization Status
V00301;(-86.86135289196079, -95.21862512057835);96.07608076;3.411267403;110;41.65372014;8.625933235;42.00586711;14.83383807;-45.3350032;0;0.260281634;No;MITM;39.95637965;0
V00302;(-50.826387120645975, -47.05228161598288);77.34495545;8.10937438;79;24.00692992;58.87389797;64.8872919;17.01544675;-65.62320424;1;0.638213401;Yes;None;35.3261522;0
V00303;(-48.04213103500729, -111.33163108696039);40.39900478;8.543898043;59;42.8154217;56.34172569;61.02354595;15.06851204;-74.10370298;0;0.183251872;Yes;Data Exfiltration;42.29240683;0
V00304;(54.55618953684416, -171.98350562976754);47.87748748;7.26820029;12;75.38115231;56.45204752;12.29679463;1.319723617;-65.99107423;0;0.541903718;No;None;39.54829578;1
V00305;(-11.982608948663128, -136.07043650387538);69.90411521;8.623144512;70;32.75162038;25.77482013;35.80964479;2.242505846;-70.79733305;1;0.507407727;Yes;MITM;27.18538935;1
V00306;(88.95660208807871, -32.777939043418);111.1647486;7.024787038;44;73.61510282;34.20923488;43.4569963;16.46487595;-45.68536428;0;0.420152929;No;None;48.31519141;1
V00307;(63.60351696460785, 109.93002217082318);29.71204284;1.084116808;61;97.18702099;13.19545533;84.2119839;19.48991724;-51.57774219;1;0.797291826;Yes;None;5.085575881;0
V00308;(-67.80911063464775, 121.0796226314319);38.84866911;6.826658701;20;90.86120625;77.29195194;68.20613356;13.25194845;-54.32139371;1;0.954518542;No;Data Exfiltration;20.88791673;1
V00309;(-18.40608055370714, 88.91319419460984);50.04344139;4.60835531;89;41.94805035;28.33375803;64.26553225;13.85068833;-43.42182281;1;0.823923918;No;DoS;31.30573295;1
V00310;(-65.63106103910316, 161.22694259241064);78.41579267;5.59080883;54;74.06664194;85.57226991;44.03996377;8.134459414;-57.26207948;1;0.504616443;Yes;DoS;31.24089345;0
V00311;(71.09334352436946, -155.3494584976244);96.96619613;6.658963343;92;89.14331492;58.17698593;24.18781515;17.66568807;-58.07325093;0;0.233111706;No;DoS;44.56313752;1
V00312;(14.077343499264202, 60.322381809978424);114.6879784;2.814290919;75;57.2614168;70.84494297;61.95992463;9.918597908;-49.98153235;0;0.36085083;No;None;29.65825263;0
V00313;(-3.0014235690756834, 107.91746339096534);103.2259661;5.697174423;85;84.77113846;50.43407156;12.30105677;6.327689387;-74.35216077;0;0.919030286;No;None;35.15847845;0
V00314;(-56.79919023831608, 90.45701155483181);33.72133208;4.542377263;95;71.23482758;33.95840537;96.04781337;14.280079;-41.75804026;1;0.131803739;Yes;DoS;0.361359681;0
V00315;(26.53729846385926, -99.9449370508039);63.73848853;0.638131955;57;58.87984465;25.14458948;61.90381873;14.44841733;-56.92388128;0;0.966643701;No;DoS;44.71708981;1
V00316;(0.40928742518801187, -27.934610093632045);48.29799024;4.332568132;102;54.72290447;25.90462664;33.85967041;17.51509807;-74.03502087;0;0.533455645;No;Data Exfiltration;25.04281826;0
V00317;(32.04582653114956, 70.59900344453524);14.08694373;6.312460282;96;38.67753469;21.38705481;35.54840009;16.49489829;-50.28240173;1;0.767044207;No;MITM;29.43156146;1
V00318;(62.59372550434492, -48.82281280980112);6.632042877;6.140274526;76;86.58627568;39.94580302;25.31403025;19.20528829;-41.07205687;1;0.790442634;No;DoS;8.458957754;1
V00319;(-50.40791929514983, -75.22024055149897);32.20336566;2.102642676;73;89.69388871;79.74243587;32.60908621;9.396393064;-45.7018345;0;0.00864183;Yes;DoS;28.77705848;0
V00320;(-75.9972778756946, 100.45570255034067);87.93632365;0.672439448;13;21.4264925;68.60408128;46.49440874;13.06660632;-65.58286552;0;0.547636763;No;DoS;33.58568579;1
V00321;(-32.54982950066258, 173.78435915654194);27.21987978;3.547443801;73;15.60802342;48.51157995;18.53280962;11.96908326;-70.46456374;0;0.481199986;Yes;Data Exfiltration;12.05709565;1
V00322;(28.14760515345921, -168.79764343763205);96.83739578;5.23487883;30;55.37917627;25.62246071;31.39640766;1.720699914;-75.32801147;0;0.037559806;Yes;None;21.83350431;0
V00323;(55.993765805322, -99.66963256847843);52.59288005;1.982658483;18;11.14942063;10.12367784;18.22853763;19.72985613;-41.08539057;1;0.060223288;No;DoS;18.38531202;1
V00324;(-11.196783487381325, -71.46729591091653);58.84660551;7.980754437;46;76.98056065;87.6757179;65.74784997;15.82373376;-47.90816304;0;0.379852811;Yes;None;15.62895384;0
V00325;(4.912476649644816, -33.971978949422464);30.48418093;0.823799701;49;45.14414137;77.32779096;90.4422973;2.678991474;-77.87626595;1;0.717641038;No;None;2.413850616;1
V00326;(44.333374264199165, 63.464835216052506);44.85708018;5.438358354;86;79.99516557;44.73747814;11.91358786;18.99800461;-57.58761946;1;0.782113723;No;Data Exfiltration;49.69030488;0
V00327;(-64.68148939692529, 163.0214474679339);31.62303556;0.90977598;54;40.78695116;52.8238533;73.12918132;16.85412239;-54.2608012;1;0.827212081;No;MITM;10.27981669;1
V00328;(-44.91403318064137, -3.08481178899018);84.20703396;9.045389637;104;39.24389428;66.06894116;12.17827852;15.79350816;-63.32454743;0;0.10354916;No;DoS;11.31377633;1
V00329;(51.49510603724946, -87.63671814063227);82.04325775;1.340070295;25;55.97533833;46.15602071;82.63482909;6.517831716;-60.44380329;1;0.668569582;Yes;Data Exfiltration;41.34481879;0
V00330;(52.97986828541079, -52.5611454383445);64.59083646;6.856652159;43;73.96279419;18.55560514;62.04670302;10.75174144;-79.6960645;0;0.230959032;No;DoS;42.81171511;1
V00331;(-52.06509884171024, -128.80509453941352);28.31539116;8.931429933;26;81.06369711;58.50996152;51.29944271;19.14417167;-73.4951298;0;0.359372704;Yes;None;44.25468711;1
V00332;(32.52408712948862, -126.92665602111917);98.85882413;1.194209124;24;51.49184989;40.86334345;99.59107692;6.252280471;-56.84444946;0;0.175356531;Yes;Data Exfiltration;22.23042264;1
V00333;(2.5084095301748732, 168.6172289208452);103.7836424;8.842470219;48;37.65840834;73.31665526;53.63867088;12.97770551;-79.95375995;0;0.883155615;No;DoS;15.5308134;1
V00334;(-35.68517523516431, -162.0100423458095);54.58983829;3.685742369;110;6.448171984;25.28918137;95.05232039;3.184310965;-64.09812186;0;0.414567098;No;DoS;45.7178004;0
V00335;(-62.287530795602535, 5.7177211462931155);40.66276211;3.976409619;56;3.289456932;5.283581605;31.9325156;13.95895338;-43.74808743;1;0.690336026;No;None;42.95182699;0
V00336;(-80.0931374530935, -63.61650761495217);98.26065649;2.188303979;45;83.25453693;77.09798713;81.3780938;10.88244886;-61.81636773;0;0.144403963;Yes;DoS;0.573240101;0
V00337;(-66.38892162314079, -121.12043069733328);38.50516203;5.108933029;119;25.42138936;65.91084668;19.37421887;17.50429964;-72.1486066;1;0.27611741;No;DoS;39.0842161;0
V00338;(-65.91260714960086, -18.000992255145576);17.63576828;7.251589027;91;32.77364425;55.53598087;43.9563948;5.625114357;-57.29684042;0;0.599721655;Yes;DoS;37.58011539;1
V00339;(-34.04940040505617, 36.1548480205131);83.03490396;6.365655255;102;27.91091825;23.19015198;36.85631264;8.991637754;-41.11599437;1;0.188052334;Yes;Data Exfiltration;27.66702648;1
V00340;(-1.7402405506415732, 23.01402438974759);3.095182976;2.531550118;98;24.7886618;92.56648158;56.98115002;15.59357509;-76.74669072;0;0.204257059;No;DoS;49.53830688;1
V00341;(-59.50155925971204, -78.41630987890663);72.61961984;1.605378008;48;5.882230874;82.00356731;86.46461493;15.88818876;-55.70478029;1;0.683845984;No;None;18.35520711;1
V00342;(-48.6474815027364, 38.89996579077476);33.01209232;1.533050452;19;92.66223943;96.09292398;99.26924564;13.9070146;-66.79022449;1;0.517434755;No;Data Exfiltration;16.69578285;0
V00343;(9.555082396881446, -140.54985258036677);54.56818288;8.76780887;34;0.745488681;62.12637677;61.78136489;10.93580575;-42.64004828;0;0.970979382;No;Data Exfiltration;44.96831666;0
V00344;(72.77053321741062, -114.15669709125754);10.22080236;3.615159321;109;41.61855924;96.45826956;13.75070932;12.74146474;-55.71210888;1;0.936846485;No;DoS;4.161566189;1
V00345;(-59.46261207127249, -54.34863321457826);24.72509262;2.998074702;65;94.54794371;27.44947636;15.83235217;14.71706277;-72.16205795;1;0.769703023;No;Data Exfiltration;11.77929173;0
V00346;(-32.96771861074935, 26.744686823239988);36.79962115;5.807714555;16;50.43865264;84.6958582;98.45571083;9.984530612;-60.24507644;0;0.809436056;No;None;16.06905128;1
V00347;(-84.11018376257964, -160.87723876294837);85.20610582;8.359634395;92;0.219672374;57.23324496;49.96563819;16.78869076;-48.88251978;1;0.705051338;No;Data Exfiltration;24.19672369;1
V00348;(-1.7337940825173064, 75.0360852217953);100.4172646;9.310944243;104;69.53412266;37.92856646;20.48274279;2.88009476;-57.69589585;0;0.603687384;Yes;Data Exfiltration;3.205538228;1
V00349;(-42.154737655767626, -71.45159973069141);2.288947444;5.031264846;30;81.76068396;3.693231777;36.8638248;10.74429738;-42.73033028;1;0.770346571;No;DoS;31.33642354;0
V00350;(79.40447669497945, -108.80723130905066);25.63399896;1.199528599;116;54.56676708;20.73872614;53.7821949;8.809268146;-55.53620554;1;0.345672496;No;None;8.108625875;0
V00351;(71.6663950280215, -135.22879589066648);109.7182911;5.454754095;7;80.85748423;82.48373469;32.093072;18.29219116;-64.0223207;0;0.920147928;No;DoS;36.63816131;0
V00352;(-5.764792268963262, -50.408751780687396);18.20099375;9.137675504;114;5.562773442;96.35786986;48.55260165;1.696961093;-57.83751797;0;0.774721586;No;MITM;16.78592278;1
V00353;(-46.078630963555334, -24.798619562419788);92.97728661;2.281926399;114;67.74523837;68.89826832;60.77694586;9.842616743;-55.7663139;0;0.22093134;Yes;MITM;27.77254359;1
V00354;(-71.17554327255846, 159.72219172407097);12.35349937;1.617792345;28;37.28609909;38.54836694;39.72729994;16.58052001;-53.80514622;0;0.487342962;Yes;DoS;41.43829655;0
V00355;(-64.31307950986323, -131.72866465030881);119.5883177;3.743518283;46;25.50870773;91.79908153;23.49220554;2.224536531;-42.7951649;0;0.903107874;No;DoS;26.90315296;1
V00356;(-62.132405321814, -174.73046268478137);62.52083245;7.849529042;18;87.01869392;87.8118579;12.24175805;10.56698378;-78.5632948;0;0.613267599;No;Data Exfiltration;41.36929884;0
V00357;(68.71532030610399, -171.7971642089601);93.1312655;8.870177869;44;4.958336318;64.69552235;53.83186488;12.48303678;-52.39420289;0;0.543733477;Yes;MITM;27.27853316;0
V00358;(72.63477755174245, -68.36893120274992);103.435263;5.594411926;42;9.647436402;46.28622028;75.69698812;16.35542074;-47.89121616;1;0.119114084;Yes;MITM;47.14238096;0
V00359;(70.88943051942823, 151.1368606809657);14.90182846;4.364224755;29;56.47515303;73.97714262;97.88062397;18.31819038;-72.41663989;1;0.365084908;Yes;MITM;10.68154447;0
V00360;(-40.12870023256846, -88.02631949804727);113.0832613;7.507883695;9;82.15053138;25.64767561;38.52529568;14.84001111;-45.49583224;0;0.578923807;Yes;DoS;40.83574935;1
V00361;(-76.02606216357003, 76.57513936439312);59.78810025;1.552950757;72;71.66986475;71.90779009;37.65524111;8.512342448;-65.92994063;0;0.459979762;Yes;DoS;35.58547083;0
V00362;(22.02478199726194, -1.4875370776682075);1.567856141;3.968638863;102;55.47584368;16.4189609;54.06595414;17.14253892;-67.9585928;0;0.501729715;No;Data Exfiltration;6.548693927;1
V00363;(-32.58864433000867, -87.13257522501866);108.4024553;2.731378329;79;50.41803774;79.32636452;19.71544832;17.13089119;-50.69800102;1;0.966068374;Yes;None;16.23608901;1
V00364;(74.79422826911059, -44.608791848068506);111.0580907;4.460934947;13;82.79324034;95.50739657;25.5382978;8.460807886;-48.6185473;1;0.928588936;No;Data Exfiltration;19.36169597;1
V00365;(-24.21851161067923, -159.98544298788323);80.10552576;5.004327096;57;31.70540038;43.1652773;18.73406246;11.2829773;-61.85221032;0;0.003920447;No;DoS;14.84999533;1
V00366;(16.24934994608097, 117.9494059067635);10.14570413;3.446458481;58;90.40264873;24.63634755;55.88986343;17.65107585;-66.95142583;1;0.916715992;No;Data Exfiltration;44.23279688;0
V00367;(-49.33057724968792, 146.24654767826456);104.78383;1.950925788;70;22.99150586;13.74442474;61.92637485;12.09432301;-64.10684502;1;0.596531096;No;DoS;17.66682184;0
V00368;(74.20340688969247, 162.41190530665824);104.516988;7.049279864;98;84.48589637;28.42789896;99.33615632;17.76811174;-42.83270517;0;0.854301956;No;None;29.9005406;1
V00369;(-25.651779842423736, 53.9804796364522);8.441290103;9.700010841;40;0.263967057;62.10881491;49.8073446;4.028838548;-44.32998396;0;0.276403937;No;Data Exfiltration;29.11216846;1
V00370;(-5.724535431572875, 12.020505814624244);25.13891146;5.057058948;24;25.57425293;65.93142277;95.60224683;16.38843966;-55.27141376;1;0.451818547;No;MITM;18.50951838;1
V00371;(-2.664145189534665, -94.75615743383395);96.55788739;5.754492103;70;34.9859273;87.92854996;28.31737967;5.650162312;-65.2464345;0;0.292240534;No;MITM;26.64038825;0
V00372;(-89.67762069857032, 91.46733358752368);70.46532609;8.003230586;10;56.53816845;52.77900739;57.25875035;11.90873962;-59.28717266;1;0.645547729;No;Data Exfiltration;25.93197067;0
V00373;(71.49851267194504, 178.28179570439966);7.796572127;3.992530237;72;1.937264132;38.48068265;60.46937739;11.82773882;-76.34245552;1;0.057828364;Yes;None;45.89640429;0
V00374;(-3.6681334429841854, -146.3063449590168);11.93196402;6.254394849;26;78.01291909;19.70699425;28.55285008;6.636979768;-52.02558781;1;0.530883596;Yes;MITM;38.92124523;0
V00375;(13.699268600851553, 69.01435410007926);111.6871006;4.329056124;78;88.63842923;2.777897999;34.0623597;18.08567911;-42.90941913;1;0.094750315;Yes;MITM;24.97160645;1
V00376;(77.92158109373256, 7.824038201714217);61.35374832;7.226039915;96;84.84741528;9.629855081;59.50636129;14.31498391;-57.42533732;1;0.413052304;Yes;None;19.138811;0
V00377;(70.10256209673017, -103.35560908356746);90.91336158;6.848643761;20;7.813400473;56.02893383;36.18279932;19.98509251;-59.50446676;1;0.929906349;Yes;DoS;26.18459006;0
V00378;(-65.67811481487048, -75.91557828985513);68.63980477;8.486362663;101;38.28702642;95.17667323;20.26732302;9.943851239;-45.58323471;1;0.581020649;No;None;19.37533902;0
V00379;(-17.658918601444682, 138.05155965896307);32.75967363;1.871671928;29;78.72659463;60.98200887;37.56219067;1.263306453;-43.86206488;0;0.03683199;No;Data Exfiltration;21.02456413;1
V00380;(-13.863903670052963, 79.39910491839856);114.1473042;5.883398957;40;13.20671903;78.8079068;46.64296033;8.815827005;-63.54687496;1;0.784571736;Yes;MITM;40.36860926;0
V00381;(-85.86947394284971, -151.6630631107384);1.066047997;4.187603501;72;53.51483548;42.47908577;82.75870211;2.587471012;-58.96236536;1;0.2505015;No;MITM;2.670397122;0
V00382;(83.22655299337634, 48.301302834752875);106.5611268;5.638300962;75;20.7936921;4.611043611;24.43769147;12.64961293;-49.29474758;0;0.42427858;Yes;Data Exfiltration;11.45678567;0
V00383;(-77.00650412511345, 32.897132788687);26.57627805;2.559160207;42;13.42225396;11.07879462;44.18571565;19.32306444;-45.81444967;1;0.062338273;Yes;None;32.85010419;1
V00384;(-83.02330585048979, 40.79891062573799);14.32651251;4.171383576;108;65.95856417;38.03521795;60.04194052;14.74587354;-54.62412894;1;0.957202025;Yes;Data Exfiltration;6.430528468;1
V00385;(-55.03900878044137, 49.12259392923778);36.2533468;2.307590487;9;87.57360655;76.41054306;86.73203057;16.03799967;-71.72086885;1;0.36036166;Yes;None;3.782331321;0
V00386;(-38.15738703938498, -10.087007024104878);35.09971018;6.559486795;52;72.14034554;66.47765843;99.2546922;14.63208763;-49.84294702;1;0.181152675;Yes;None;39.56535924;0
V00387;(6.866128311857793, -29.03285733605074);72.71844699;2.866356124;38;61.77086694;2.632287046;86.2025988;3.889334819;-78.98750625;0;0.257483549;No;MITM;47.06190525;0
V00388;(71.47345629590791, -40.77181494354187);87.17729876;3.567799777;13;26.65673422;66.07160241;41.83139935;1.595462473;-58.17273476;0;0.402387734;Yes;DoS;6.462891469;1
V00389;(63.757552978027576, 18.670959307189293);97.06149552;9.060747585;46;39.83853782;27.11101184;92.07270006;19.64412236;-77.30427684;1;0.222347245;Yes;DoS;34.22669292;0
V00390;(60.83341152673242, 156.94448756699416);70.67938792;7.260026837;17;2.936573468;32.77198529;23.39299546;4.95812366;-50.12037442;0;0.808805627;No;Data Exfiltration;42.71763612;0
V00391;(-88.29730564750734, -141.2228180380706);87.28683926;2.247247762;65;2.867048913;53.27540387;88.10842021;13.00881502;-68.30657436;0;0.633782154;Yes;None;47.98779287;0
V00392;(-39.434386120435235, -51.622881863710006);35.03040107;5.426668041;25;55.28803428;81.79062594;69.01836942;12.44622613;-68.2554083;0;0.407794782;No;DoS;25.29373065;1
V00393;(78.96898594143258, -55.19678324301162);66.5508644;7.305837475;75;5.957338862;40.45970101;37.66660467;18.4106141;-43.50537019;1;0.361537728;Yes;MITM;3.599127119;1
V00394;(8.699677558686744, -35.13624137635574);70.24034134;1.823835112;24;63.90626246;50.87378472;21.93067742;5.677142587;-62.90454722;1;0.09647444;Yes;DoS;33.05265194;1
V00395;(11.713129767559977, -68.70780519278057);50.27024574;3.166977634;84;64.75855535;57.28532122;23.00793676;5.305312012;-65.35103888;0;0.35258673;No;None;21.8269233;1
V00396;(19.918356817800998, -136.15391782942882);29.46812778;9.487735191;52;86.93436902;21.12570287;36.59723344;5.445611;-63.001396;1;0.074619913;Yes;MITM;48.7924415;1
V00397;(-69.68207497636956, 11.32737306293933);62.72923916;3.231298253;24;36.91183704;34.9426383;49.95595271;8.854086991;-56.21076067;0;0.608678761;Yes;None;1.071856868;0
V00398;(-2.4515931054185813, -14.844625712846664);62.45253896;0.632135393;118;11.49909656;8.999978663;12.15361868;19.40779073;-48.23072967;1;0.80204249;No;MITM;49.75993476;1
V00399;(72.9986875401016, -51.996114951209904);105.489402;3.273237966;8;5.13496661;22.3412406;17.85602382;7.7870288;-45.19136388;1;0.380377379;Yes;DoS;41.59901957;1
V00400;(-28.57950189816099, 147.27125046008905);111.3774305;2.503361674;84;17.79171604;55.73121215;80.38522478;9.01380117;-43.4047579;1;0.864892893;Yes;Data Exfiltration;6.209757984;0
V00401;(-4.252979633920177, 46.65370061131907);31.99753479;9.514481885;84;65.37625828;29.39579149;47.12960012;13.95503031;-65.31184917;1;0.359220327;No;DoS;30.031416;1
V00402;(80.73106298290449, 106.20529965058552);100.8638584;6.498713776;88;14.62292546;63.30336395;96.89723009;7.306952711;-63.90474211;0;0.031821863;Yes;None;0.025369303;0
V00403;(32.6248670221417, -105.4612449451049);96.76189588;6.602416631;39;19.45076617;28.60781384;50.64502738;1.971785782;-41.67733563;1;0.988382971;No;MITM;34.35881938;1
V00404;(3.3692520850039216, -61.83717254358018);119.6231243;3.703060083;75;53.22137115;52.02424505;57.46959032;17.06046937;-73.45297647;1;0.568178823;No;DoS;10.84609962;1
V00405;(78.10557858200826, 14.522008943293685);76.84478638;4.610921604;51;7.89273741;43.71529715;25.96076647;18.32102106;-63.03980542;1;0.42344094;No;MITM;21.76473666;1
V00406;(-86.31929080882736, 82.11620688088419);42.33209166;9.337173647;76;22.85611561;77.5468064;65.12173462;15.29605668;-71.83529609;0;0.836107552;Yes;None;27.54628511;0
V00407;(-33.214877369221, -142.67853433969296);31.70483805;4.211316021;26;11.45995633;54.51792226;13.02353248;2.74237684;-44.76651824;1;0.488899983;Yes;Data Exfiltration;2.731680173;1
V00408;(2.615175215069854, -34.45894383969127);104.1344966;7.870748372;16;43.00190744;97.93937059;66.77075816;7.502395698;-59.94413883;1;0.704501027;No;None;27.94789254;1
V00409;(61.948405394215484, -123.96545817469024);106.1580522;5.516565057;96;79.03934137;11.43478601;99.93100303;17.44223071;-61.3622166;0;0.323221867;Yes;DoS;39.46590856;0
V00410;(-61.98874369285708, -87.25801313850722);47.18444346;9.484212225;9;88.86854419;43.61937716;32.58301704;16.39034959;-44.18780893;1;0.323744096;No;None;33.67126547;1
V00411;(65.00111625794585, 46.45153207319737);59.94058599;3.361063134;74;61.57821747;41.78283;50.702696;16.5127321;-65.41534143;1;0.177892945;No;DoS;6.794313432;1
V00412;(-22.49305508240431, -86.73223146519962);84.42042824;8.067758029;14;66.35490454;48.78804174;93.54778261;4.942061727;-66.67355628;0;0.39185038;No;MITM;38.21433967;0
V00413;(60.81120711344275, 137.34654213210848);5.986994822;9.259960505;26;75.90817151;57.95964364;39.86577961;2.880419311;-74.89411675;1;0.486964263;Yes;DoS;14.80606314;1
V00414;(89.52172636319378, -152.81486640613065);23.0207088;4.483658594;118;8.541768415;47.37959217;21.3477778;7.906496136;-49.01239029;1;0.282700857;No;DoS;47.9398412;1
V00415;(-9.19226342005554, 92.46495120087889);7.034333412;4.046900894;80;61.72329504;4.676351038;18.27375949;18.13208426;-66.50692239;0;0.221617761;Yes;MITM;31.32976353;0
V00416;(44.25192902911604, -109.76023175919032);11.12478799;5.649855077;68;0.427421871;10.15696436;94.38945698;10.03982479;-76.54944618;1;0.849433494;No;MITM;35.72273952;1
V00417;(13.59443441952071, -9.862516445323593);6.039961541;8.804025854;66;79.48398404;66.01087395;90.0760372;5.030234895;-77.21786066;1;0.794199929;Yes;DoS;13.33031626;1
V00418;(-83.77567510251092, 84.17379907861226);96.96659587;3.635210919;117;10.15019513;7.300974644;53.64770711;13.96362259;-48.10035051;0;0.864916065;No;DoS;40.17887089;1
V00419;(-17.026930756790293, 177.61574798041346);50.2199594;0.956338675;11;25.98429089;99.9221735;75.26539988;10.01193087;-45.74081837;1;0.299793168;Yes;None;19.47195873;0
V00420;(57.56389352805979, 32.38197180892956);48.77095702;9.353808648;12;79.59255435;32.43124663;19.87618753;6.53441507;-44.579904;0;0.191225476;Yes;Data Exfiltration;46.15579002;0
V00421;(-71.95805108287217, -136.0908888050207);102.1188145;1.206462388;64;87.36920455;42.27768614;25.32010053;2.832887862;-66.97469838;0;0.951140496;Yes;DoS;38.33201354;0
V00422;(42.39239805293383, 50.793996402109);36.41014249;7.574275665;17;14.10069857;67.28066812;93.6093035;18.86848064;-43.6661276;0;0.989076853;Yes;Data Exfiltration;28.53066886;1
V00423;(62.773045937554656, 26.59993029705612);60.56280701;6.406494882;53;36.2207902;18.9248782;41.84191062;6.095354975;-56.50971515;0;0.854075721;No;DoS;8.396971246;1
V00424;(-5.249596676422328, 63.78052412612598);99.36468153;6.493117535;16;59.07804698;92.80697227;21.19543295;14.29690181;-71.4106621;0;0.372865972;Yes;DoS;25.87243884;0
V00425;(53.9714019589955, -82.71865869288146);30.62723239;3.733511108;74;80.31457365;96.58113619;87.82876136;12.79273492;-79.67559311;0;0.969132878;No;MITM;21.21052439;1
V00426;(-58.410822252296555, -138.08998717790678);31.97420615;9.35937949;66;6.982703418;7.872934391;96.98198664;11.97735988;-51.45329399;1;0.105934098;No;None;13.70861709;0
V00427;(-20.646394263334088, -151.17152044456228);90.66784818;6.309995919;108;79.4879627;47.85929651;66.09323042;13.20624864;-65.69803387;1;0.193354656;No;MITM;15.07038227;1
V00428;(-53.0303680503752, 42.61000454469166);4.965551161;2.744732463;72;97.53973676;60.78098337;86.2748459;19.08250149;-68.20018551;1;0.762801723;Yes;DoS;31.60144402;0
V00429;(-58.17836617899805, -65.11797437037109);106.7319453;8.721027313;39;65.36674114;44.89387956;86.72689385;18.8277348;-40.84183603;0;0.553276105;No;MITM;1.147447931;0
V00430;(89.61230900615493, 110.64506549734728);119.9248743;0.977278024;112;6.717227502;65.12888938;78.22108107;14.34829659;-47.72849049;1;0.159333467;No;None;18.80144083;0
V00431;(-35.6846533217784, -45.70428759472793);75.80740769;5.288484985;74;38.35725667;27.38628604;76.95981633;2.223999012;-58.01353201;0;0.742451319;Yes;None;40.15824205;1
V00432;(-24.080965126806177, -11.313371470943338);24.1035741;4.235547124;119;68.35166952;44.77207084;89.24578205;16.53307098;-51.58051561;0;0.458312479;No;Data Exfiltration;31.58037871;1
V00433;(-47.503178831819824, 98.55986210855497);16.87605989;3.280790314;102;11.38145462;92.15489185;99.43484976;18.75221309;-61.70847895;1;0.724978418;No;None;28.54441029;1
V00434;(-45.75616403465192, -113.4562403796817);80.10106773;1.882939531;5;32.01226393;88.18694411;59.74072795;2.614862361;-73.25788618;1;0.520635875;No;None;39.22833864;0
V00435;(-23.402933909328183, 114.38088584108846);31.69591026;8.603429052;89;68.35169036;45.19487585;26.32552282;6.466376767;-46.09434051;0;0.047531358;Yes;None;35.18306793;1
V00436;(-46.28587163819253, 173.50502074547074);32.33758483;3.531336651;54;79.84581544;2.822957605;29.86355725;13.33572782;-44.03311422;0;0.480731492;Yes;DoS;16.39340914;0
V00437;(-56.29015741994161, -168.4932297554284);62.61972396;6.119320009;103;20.2241616;90.24221678;23.80297967;4.094064751;-41.11617032;1;0.952097501;No;Data Exfiltration;35.77924067;1
V00438;(-39.64115713241812, -121.55757880060378);10.20649637;6.63665978;91;43.14580318;36.70736531;67.21084088;19.65373661;-76.9878792;1;0.967511289;Yes;MITM;25.08778581;1
V00439;(72.05104809761386, 8.612449519094241);54.80246168;4.411078925;118;17.04929748;51.71608381;58.39857856;19.73553261;-51.41221043;0;0.325351612;No;Data Exfiltration;0.599180269;1
V00440;(20.59328392921998, 68.02011155917543);2.509974582;3.521483289;54;16.71098188;54.013543;37.79741209;7.808330968;-66.89168277;1;0.640441972;Yes;DoS;9.530022072;0
V00441;(40.14641501938897, 161.97606196077987);62.51154304;9.977613228;57;72.10287906;61.36500858;14.12006461;6.312520153;-60.89936329;0;0.078595914;No;DoS;45.05558019;1
V00442;(-79.6207715327894, 19.95453291799089);118.3768074;7.649647611;76;74.39041718;45.40678435;90.86100986;2.625852317;-48.67716563;0;0.519104361;No;Data Exfiltration;16.56653749;1
V00443;(-9.346731025962015, 155.02354491891708);54.51274031;2.626298381;16;52.82926387;19.51488626;30.97752295;3.759145434;-48.84821466;1;0.541734541;No;None;21.56510675;0
V00444;(-35.33522222042096, -32.88034143745443);9.188551463;6.564522415;11;58.6572456;51.67821673;95.02967233;16.44979518;-55.62641598;0;0.219243027;No;None;13.21663012;0
V00445;(21.981418251870792, 19.846831125346426);59.33948984;4.724319609;58;89.02684125;10.10837196;62.75453725;1.082386792;-72.53447396;1;0.576907992;No;Data Exfiltration;46.95107773;1
V00446;(86.45962066604307, 139.8844640943197);78.07831162;8.806037605;17;5.474963584;46.35826033;60.19283559;12.67609008;-45.78078654;1;0.700116413;Yes;Data Exfiltration;29.00935328;0
V00447;(-82.88592258741423, -161.42067932344028);12.12102858;6.161657675;73;34.5353339;10.82892367;30.51642344;9.422475555;-45.1307193;1;0.177863915;No;None;5.986755947;1
V00448;(-70.78474062355524, -169.45511817510453);65.57971346;7.291270778;10;99.54920436;66.59417752;44.67403952;15.93756962;-74.91910689;1;0.470471074;No;MITM;0.675573589;0
V00449;(-86.28379258509699, 123.04503225984723);82.83449722;1.309324586;40;48.21852284;64.60072716;45.16893887;9.150653975;-67.0488342;1;0.901611287;No;None;22.30195996;1
V00450;(70.2996222264891, -172.17972973810376);22.62617776;6.335713588;77;59.05965496;31.85001742;36.9556602;8.467383408;-77.27224811;0;0.044275467;No;MITM;1.60654408;1
V00451;(42.38760567515658, 74.04492065440542);2.390344674;9.541351772;93;63.83096247;90.00245011;47.82361597;8.451652208;-40.69856269;0;0.012621733;Yes;DoS;10.93477861;0
V00452;(26.305238982433067, -71.26942625266156);82.7901243;4.767712608;7;88.71161744;35.49796729;98.07595332;9.669405446;-43.84922945;0;0.929812411;Yes;DoS;18.59550656;0
