Airbnb_ListingID;Lat;Lng;LocalizedCity;Bathrooms;Bedrooms;Beds;MaxGuests;isSuperhost;RoomType_Clean;SpaceType_Clean;PictureCount;ReviewCount;ReviewScore;StarRating;BasicNightPrice_CheckIn;BasicNightPrice_CheckOut;BasicNightPrice
8,69952E+17;28,87503592;-13,83756123;Playa Blanca;1;1;1;4;True;Entire Home;Entire home;29;9;4,89;5;31/05/2026;05/06/2026;108,59
450230;28,87386;-13,84772;Playa Blanca;2;2;3;4;False;Entire Home;Entire home;17;76;4,61;4,5;21/12/2025;26/12/2025;384,38
1,34569E+18;28,8735354;-13,8460947;Playa Blanca;2;2;3;4;False;Entire Home;Entire home;0;0;;;03/12/2025;08/12/2025;257,69
5519644;28,86254;-13,86586;Playa Blanca;2;2;3;4;False;Entire Home;Entire home;43;66;4,59;4,5;24/03/2026;30/03/2026;114,63
1,47904E+18;28,86744322;-13,86645129;Playa Blanca;2;2;3;4;False;Entire Home;Entire home;0;1;;;25/11/2025;02/12/2025;188,74
9,49172E+17;28,86023;-13,86627;Montaña Roja;2;3;4;6;True;Entire Home;Entire home;32;4;5;5;30/11/2025;05/12/2025;296,48
2153848;28,99823;-13,49135;Costa Teguise;1,5;2;3;5;True;Entire Home;Entire home;25;173;4,89;5;15/03/2026;20/03/2026;121,52
1,03887E+18;28,99865134;-13,4898748;Costa Teguise;2;2;3;4;False;Entire Home;Entire home;24;8;4,88;5;09/01/2026;14/01/2026;153,41
1,06958E+18;28,92216127;-13,64714753;Tías;2;4;5;7;True;Entire Home;Entire home;15;21;4,86;5;18/11/2025;23/11/2025;186,16
1,12683E+18;28,9249246;-13,65822046;Tías;2;2;4;5;True;Entire Home;Entire home;0;24;4,92;5;04/12/2025;09/12/2025;127,55
1,12103E+18;28,9198;-13,65489;Puerto del Carmen;1;2;3;4;False;Entire Home;Entire home;34;9;4,78;5;25/11/2025;30/11/2025;184,44
52141515;28,92067;-13,65809;Puerto del Carmen;1;2;4;4;False;Entire Home;Entire home;34;30;4,57;4,5;13/12/2025;18/12/2025;91,36
1,43971E+18;28,92188989;-13,65878228;Tías;2;3;4;6;False;Entire Home;Entire home;0;2;;;30/11/2025;05/12/2025;331,81
1,43174E+18;28,9208;-13,65872;Tías;3;3;4;6;False;Entire Home;Entire home;0;0;;;23/11/2025;29/11/2025;535,21
5,66649E+17;28,92507;-13,67272;Tías;1;2;2;4;True;Entire Home;Entire home;15;132;4,9;5;10/12/2025;15/12/2025;102,56
1,34761E+18;28,92989455;-13,67370363;Tías;4;5;7;10;True;Entire Home;Entire home;0;1;;;11/11/2025;16/11/2025;428,34
44441766;28,92332;-13,67524;Puerto del Carmen;1;2;3;4;True;Entire Home;Entire home;27;11;4,73;5;12/12/2025;17/12/2025;178,4
1,41644E+18;28,86706644;-13,80038433;Playa Blanca;3;3;4;6;False;Entire Home;Entire home;0;7;5;5;23/11/2025;28/11/2025;224,94
5,68721E+17;28,86454;-13,80525;Las Palmas de Gran Canaria;2;3;5;6;False;Entire Home;Entire home;32;32;4,84;5;01/03/2026;08/03/2026;196,5
1,50716E+18;28,8600797;-13,8034921;Playa Blanca;2;2;3;4;True;Entire Home;Entire home;0;0;;;04/12/2025;11/12/2025;194,78
8,5925E+17;28,86725665;-13,80919506;Playa Blanca;2;3;4;5;False;Entire Home;Entire home;78;4;5;5;21/03/2026;26/03/2026;202,53
1,3897E+18;28,86967291;-13,83952061;Playa Blanca;1;2;3;4;False;Entire Home;Entire home;0;0;;;07/12/2025;14/12/2025;160,3
8,46033E+17;28,8578;-13,83721;Playa Blanca;2;2;3;5;False;Entire Home;Entire home;25;0;;;05/12/2025;10/12/2025;222,36
8,01224E+17;28,86643035;-13,84179563;Playa Blanca;4,5;5;5;10;False;Entire Home;Entire home;56;24;4,63;4,5;30/11/2025;05/12/2025;231,84
1,17235E+18;28,8672008;-13,8428256;Playa Blanca;3,5;4;6;8;False;Entire Home;Entire home;0;1;;;27/11/2025;02/12/2025;255,11
51774572;29,04874;-13,61832;Tao;1;1;1;2;True;Entire Home;Entire loft;28;127;4,97;5;29/11/2025;04/12/2025;147,38
20756253;28,9458;-13,69902;Tías;1;1;1;2;False;Entire Home;Entire loft;89;17;4,47;4,5;25/11/2025;30/11/2025;87,91
10830528;28,94293;-13,65393;Puerto del Carmen;1;0;2;2;False;Entire Home;Entire loft;28;260;4,72;4,5;01/04/2026;06/04/2026;62,05
1,1252E+18;29,0478;-13,64912;La Vegueta;1;2;3;4;False;Entire Home;Entire rental unit;20;19;4,58;4,5;;;
1,39419E+18;28,95267;-13,59657;Playa Honda;1;2;3;4;False;Entire Home;Entire rental unit;0;1;;;;;
1,32355E+18;28,99303;-13,48672;Costa Teguise;1;1;1;2;False;Entire Home;Entire rental unit;0;11;4,64;4,5;;;
32003148;28,92295;-13,66349;Puerto del Carmen;1;1;1;2;False;Entire Home;Entire rental unit;25;13;4,08;4;;;
27114428;28,92293;-13,67463;Tías;1;2;3;4;False;Entire Home;Entire rental unit;12;21;4,57;4,5;;;
53428349;29,10958;-13,66494;La Santa;1;1;1;2;True;Entire Home;Entire rental unit;35;109;4,76;5;27/11/2025;02/12/2025;73,26
20549599;29,108;-13,66755;La Santa;2;3;3;2;True;Entire Home;Entire rental unit;19;144;4,84;5;26/02/2026;03/03/2026;52,57
1,48178E+18;29,10759;-13,66452;La Santa;1;2;3;4;False;Entire Home;Entire rental unit;0;1;;;15/01/2026;20/01/2026;107,73
8,91744E+17;29,10631;-13,66624;La Santa;1;2;2;3;False;Entire Home;Entire rental unit;10;5;5;5;12/02/2026;17/02/2026;87,91
1,10493E+18;29,22208;-13,44862;Órzola;1;2;3;4;False;Entire Home;Entire rental unit;23;36;4,75;5;30/11/2025;05/12/2025;114,63
21778455;29,2222;-13,45282;Órzola;1;1;2;2;False;Entire Home;Entire rental unit;8;4;4,5;4,5;15/12/2025;20/12/2025;69,81
47951184;29,22987694;-13,50585359;Caleta de Sebo;1;1;3;4;False;Entire Home;Entire rental unit;22;58;4,84;5;07/12/2025;12/12/2025;116,35
15913304;28,93492;-13,62044;Puerto del Carmen;1;2;4;5;False;Entire Home;Entire rental unit;29;16;4,44;4,5;06/12/2025;11/12/2025;
34960374;28,9832379;-13,83119082;Lanzarote;1;1;2;4;False;Entire Home;Entire rental unit;25;18;4,89;5;30/11/2025;05/12/2025;77,57
8,19357E+17;29,11946;-13,56936;Caleta de Famara;1;1;2;2;True;Entire Home;Entire rental unit;5;94;4,86;5;23/11/2025;28/11/2025;58,61
1,18772E+18;29,11801145;-13,56465016;Caleta de Famara;1;1;1;2;True;Entire Home;Entire rental unit;0;30;4,93;5;12/01/2026;17/01/2026;125,83
20860671;29,11585;-13,56368;Caleta de Famara;1;2;3;4;False;Entire Home;Entire rental unit;25;61;4,62;4,5;29/11/2025;04/12/2025;110,32
9,54132E+17;29,1184518;-13,5661847;Caleta de Famara;1;2;3;4;True;Entire Home;Entire rental unit;15;15;4,8;5;28/11/2025;03/12/2025;112,9
16684168;29,09615;-13,58159;Teguise;1;1;1;2;True;Entire Home;Entire rental unit;28;9;4,67;4,5;12/12/2025;17/12/2025;113,76
1,15194E+18;29,0719915;-13,6784921;La Costa;0;0;2;2;True;Entire Home;Entire rental unit;0;1;;;19/11/2025;24/11/2025;281,82
1,53023E+18;28,95331;-13,70242;Tías;1;2;3;4;False;Entire Home;Entire rental unit;0;0;;;08/12/2025;13/12/2025;83,6
1,51519E+18;28,96121251;-13,7021593;Las Palmas de Gran Canaria;1;1;1;2;False;Entire Home;Entire rental unit;0;0;;;28/11/2025;03/12/2025;93,08
49426156;28,90808;-13,73525;Playa Quemada;1;1;2;3;False;Entire Home;Entire rental unit;7;15;4,67;4,5;25/11/2025;30/11/2025;70,67
48409353;29,08516;-13,45312;Charco del Palo;1;2;3;4;False;Entire Home;Entire rental unit;25;7;4,86;5;17/04/2026;22/04/2026;87,91
1,51831E+18;29,1306661;-13,46421904;Arrieta;1;1;2;2;False;Entire Home;Entire rental unit;0;0;;;16/12/2025;21/12/2025;124,97
52790249;29,1332766;-13,4579986;Arrieta;1;2;4;4;True;Entire Home;Entire rental unit;16;65;4,91;5;10/12/2025;15/12/2025;95,66
1,50413E+18;29,12817;-13,48112;Tabayesco;1;1;2;4;False;Entire Home;Entire rental unit;0;0;;;28/11/2025;03/12/2025;128,42
50591419;29,00346;-13,54148;Teguise;1;1;3;4;False;Entire Home;Entire rental unit;20;5;4,4;4,5;20/11/2025;25/11/2025;93,08
1,46083E+18;28,94968357;-13,5940741;Playa Honda;1;2;2;4;False;Entire Home;Entire rental unit;0;2;;;25/11/2025;30/11/2025;136,17
9,51158E+17;28,95028;-13,65844;Tías;1;2;2;4;True;Entire Home;Entire rental unit;23;23;4,83;5;03/04/2026;08/04/2026;96,53
1,50342E+18;28,95473729;-13,65129541;Tías;1;1;1;2;False;Entire Home;Entire rental unit;0;0;;;18/11/2025;23/11/2025;99,97
1,25508E+18;28,96680976;-13,64567399;Tías;1;2;3;3;False;Entire Home;Entire rental unit;0;0;;;14/12/2025;20/12/2025;159,44
6384225;28,96375;-13,68334;La Asomada;1;1;1;2;True;Entire Home;Entire rental unit;26;214;4,63;4,5;14/11/2025;19/11/2025;182,71
22237128;28,95902;-13,67808;Mácher;1;0;1;2;True;Entire Home;Entire rental unit;29;38;4,5;4,5;04/12/2025;09/12/2025;
8,25756E+17;28,99538;-13,49785;Costa Teguise;2;2;3;4;True;Entire Home;Entire rental unit;50;3;4,67;4,5;31/03/2026;07/04/2026;172,37
6469466;28,99424;-13,49695;Costa Teguise;1;1;1;2;True;Entire Home;Entire rental unit;30;82;4,93;5;12/12/2025;18/12/2025;159,44
34683409;28,98941;-13,50217;Costa Teguise;1,5;1;1;2;False;Entire Home;Entire rental unit;41;22;4,68;4,5;15/12/2025;20/12/2025;80,15
8,61533E+17;28,98936;-13,50281;Costa Teguise;1;1;1;4;False;Entire Home;Entire rental unit;30;14;4,86;5;05/03/2026;10/03/2026;81,88
1,00937E+18;28,9655165;-13,5484678;Arrecife;1;1;1;4;True;Entire Home;Entire rental unit;14;42;4,79;5;12/12/2025;17/12/2025;69,81
1,14349E+18;28,9637376;-13,5486848;Arrecife;1;1;1;2;True;Entire Home;Entire rental unit;0;43;5;5;24/01/2026;29/01/2026;93,94
15254151;28,96399;-13,54898;Arrecife;2;1;2;4;True;Entire Home;Entire rental unit;25;152;4,84;5;27/02/2026;04/03/2026;77,57
8,40499E+17;28,9696537;-13,5440628;Arrecife;2;3;4;5;False;Entire Home;Entire rental unit;24;2;;;23/11/2025;28/11/2025;106,01
1,38543E+18;28,96199443;-13,55982972;Arrecife;1;1;2;3;False;Entire Home;Entire rental unit;0;3;5;5;01/11/2025;06/11/2025;117,21
1,33039E+18;28,95756945;-13,55042001;Arrecife;0;2;2;4;True;Entire Home;Entire rental unit;0;6;5;5;22/11/2025;27/11/2025;144,79
1,53059E+18;28,95804291;-13,5495482;Arrecife;1;2;3;4;False;Entire Home;Entire rental unit;0;0;;;16/11/2025;21/11/2025;118,93
8,055E+17;28,95692;-13,55507;Arrecife;1;1;2;2;False;Entire Home;Entire rental unit;16;22;4,73;5;30/06/2026;05/07/2026;97,39
24990998;28,96053;-13,55019;Arrecife;2;3;4;5;True;Entire Home;Entire rental unit;55;57;4,91;5;09/11/2025;14/11/2025;169,78
1,0491E+18;28,9581759;-13,5493646;Arrecife;1;1;1;2;False;Entire Home;Entire rental unit;0;3;3;3;28/11/2025;03/12/2025;116,35
1,53866E+18;28,9595103;-13,5487978;Arrecife;1,5;2;2;4;True;Entire Home;Entire rental unit;0;0;;;06/11/2025;11/11/2025;704,13
1,2551E+18;28,96226765;-13,54585609;Arrecife;3;3;4;6;False;Entire Home;Entire rental unit;0;0;;;02/12/2025;07/12/2025;143,93
49237349;28,96555;-13,56422;Arrecife;1;2;2;4;False;Entire Home;Entire rental unit;24;8;4,25;4,5;28/11/2025;03/12/2025;81,88
52818407;28,96248;-13,56169;Arrecife;1;2;2;3;True;Entire Home;Entire rental unit;0;36;5;5;26/09/2026;01/10/2026;85,32
5901871;28,95815;-13,56061;Arrecife;1;1;1;2;False;Entire Home;Entire rental unit;37;81;4,95;5;14/02/2026;19/02/2026;125,83
1,45512E+18;28,96335;-13,56292;Arrecife;1;2;2;3;False;Entire Home;Entire rental unit;0;0;;;24/11/2025;29/11/2025;117,21
1,45592E+18;28,9524285;-13,5841619;Playa Honda;1;1;2;2;False;Entire Home;Entire rental unit;0;7;4,29;4,5;22/01/2026;27/01/2026;187,02
7,80844E+17;28,95676838;-13,58222165;Playa Honda;1;1;2;4;True;Entire Home;Entire rental unit;27;3;5;5;24/02/2026;03/03/2026;114,63
24663876;28,95289993;-13,58447361;Playa Honda;1;2;2;3;False;Entire Home;Entire rental unit;37;1;;;30/03/2026;06/04/2026;167,2
6,02563E+17;28,92409;-13,64255;Tías;1;2;4;6;False;Entire Home;Entire rental unit;29;3;5;5;11/11/2025;16/11/2025;301,65
8,20178E+17;28,9302;-13,63738;Puerto del Carmen;1;2;2;3;False;Entire Home;Entire rental unit;25;10;4,8;5;02/12/2025;07/12/2025;157,72
1,44147E+18;28,92918087;-13,63530034;Puerto del Carmen;1;2;2;4;False;Entire Home;Entire rental unit;0;4;4;4;30/11/2025;05/12/2025;163,75
1,26597E+18;28,94683279;-13,67735719;Tías;1;1;1;2;True;Entire Home;Entire rental unit;0;0;;;07/12/2025;14/12/2025;130,14
1,23382E+18;28,94779;-13,67993;Mácher;1;1;3;4;False;Entire Home;Entire rental unit;0;9;4,78;5;16/11/2025;21/11/2025;106,01
1,02726E+18;28,94513075;-13,69514029;Conil;1;2;4;2;False;Entire Home;Entire rental unit;9;37;4,7;4,5;26/01/2026;31/01/2026;82,74
1,35236E+18;28,87228808;-13,82546931;Costa de Papagayo;1;1;2;3;False;Entire Home;Entire rental unit;0;5;5;5;28/11/2025;05/12/2025;99,97
17695125;28,86283;-13,82764;Playa Blanca;1;1;1;2;True;Entire Home;Entire rental unit;13;10;5;5;27/03/2026;01/04/2026;184,44
13524479;28,86257;-13,82762;Playa Blanca;1;1;1;2;True;Entire Home;Entire rental unit;10;18;4,61;4,5;13/12/2025;18/12/2025;181,85
23496158;28,87323;-13,83581;Playa Blanca;1;0;1;2;True;Entire Home;Entire rental unit;13;117;4,9;5;01/04/2026;07/04/2026;72,4
9,17925E+17;28,87037;-13,84279;Playa Blanca;1;2;2;3;False;Entire Home;Entire rental unit;26;13;4,08;4;23/11/2025;28/11/2025;159,44
9,34612E+17;29,0064392;-13,4835877;Costa Teguise;1;1;1;3;False;Entire Home;Entire rental unit;29;16;4,44;4,5;19/01/2026;24/01/2026;92,22
1,02836E+18;28,99963;-13,48806;Costa Teguise;1;1;1;2;True;Entire Home;Entire rental unit;28;61;4,9;5;08/12/2025;13/12/2025;
8,21677E+17;28,99695;-13,48889;Costa Teguise;1;1;1;2;False;Entire Home;Entire rental unit;8;5;4,8;5;07/12/2025;12/12/2025;109,45
1,04113E+18;28,92238;-13,65063;Puerto del Carmen;1;1;2;3;False;Entire Home;Entire rental unit;9;77;4,65;4,5;29/11/2025;04/12/2025;87,91
1,25644E+18;28,9214806;-13,6464914;Tías;1;2;2;4;False;Entire Home;Entire rental unit;0;5;4,8;5;08/12/2025;13/12/2025;133,59
9,65734E+17;28,92341;-13,6471;Tías;1;1;1;2;False;Entire Home;Entire rental unit;20;13;4,69;4,5;03/12/2025;08/12/2025;129,28
12085515;28,92189;-13,65208;Tías;1;1;3;3;False;Entire Home;Entire rental unit;31;94;4,65;4,5;22/02/2026;01/03/2026;79,29
9,39097E+17;28,92141;-13,64962;Tías;1;2;3;4;False;Entire Home;Entire rental unit;24;37;4,78;5;27/01/2026;01/02/2026;147,38
1,00405E+18;28,9212008;-13,6501553;Tías;1;2;3;4;True;Entire Home;Entire rental unit;38;6;4,67;4,5;12/02/2026;17/02/2026;118,07
9,70143E+17;28,92318928;-13,65688292;Tías;2;2;2;4;False;Entire Home;Entire rental unit;37;49;4,82;5;06/12/2025;11/12/2025;196,5
1,38908E+18;28,92072439;-13,65721979;Tías;1;2;3;4;False;Entire Home;Entire rental unit;0;1;;;05/12/2025;10/12/2025;175,82
1,17883E+18;28,91964;-13,65482;Puerto del Carmen;2;2;3;4;True;Entire Home;Entire rental unit;0;1;;;10/04/2026;15/04/2026;171,51
1,38256E+18;28,92331732;-13,66711766;Tías;1;1;1;2;True;Entire Home;Entire rental unit;0;3;5;5;25/01/2026;30/01/2026;93,94
1,21298E+18;28,92478;-13,67093;Puerto del Carmen;1;1;1;2;True;Entire Home;Entire rental unit;0;0;;;29/11/2025;04/12/2025;126,69
23607994;28,92275;-13,67471;Tías;1;1;1;2;False;Entire Home;Entire rental unit;24;116;4,81;5;06/12/2025;11/12/2025;104,28
34825828;28,92364169;-13,67169444;Tías;1;1;2;3;True;Entire Home;Entire rental unit;12;34;4,94;5;05/02/2026;10/02/2026;110,32
1,16071E+18;28,92043601;-13,67126092;Puerto del Carmen;1;1;0;2;False;Entire Home;Entire rental unit;66;6;4,83;5;13/01/2026;18/01/2026;148,24
9,13386E+17;28,9228;-13,67637;Tías;1;2;3;4;False;Entire Home;Entire rental unit;11;2;;;16/12/2025;21/12/2025;246,49
1,46363E+18;28,9242037;-13,6754308;Puerto del Carmen;2;2;3;4;True;Entire Home;Entire rental unit;0;0;;;12/04/2026;17/04/2026;147,38
1,20702E+18;28,85755467;-13,80490872;Playa Blanca;1,5;2;2;3;False;Entire Home;Entire rental unit;0;13;4,77;5;07/12/2025;12/12/2025;142,2
37396314;28,86135;-13,83267;Playa Blanca;1;1;1;2;False;Entire Home;Entire rental unit;24;5;5;5;13/12/2025;18/12/2025;153,41
46640947;28,95247;-13,5873;Playa Honda;1;2;2;3;False;Serviced Apartment;Entire serviced apartment;56;40;5;5;14/01/2026;20/01/2026;112,9
40155809;29,00801;-13,48514;Costa Teguise;1;1;2;2;True;Entire Home;Entire townhouse;80;84;4,99;5;;;
1,29068E+18;28,95489623;-13,76300592;Yaiza;2;3;4;6;True;Entire Home;Entire townhouse;0;4;4,75;5;01/11/2025;06/11/2025;
30390962;28,86383;-13,79497;Playa Blanca;2;2;3;4;False;Entire Home;Entire townhouse;35;75;4,99;5;21/03/2026;28/03/2026;118,07
1,04552E+18;28,95737;-13,76962;Yaiza;2;3;5;6;False;Entire Home;Entire villa;20;22;4,91;5;;;
21594000;29,14757;-13,49177;Haría;1;2;4;4;True;Entire Home;Entire villa;71;177;4,94;5;;;
1,50301E+18;28,8676725;-13,869585;Montaña Roja;2;2;3;4;False;Entire Home;Entire villa;0;0;;;;;
53452599;28,9231;-13,66785;Puerto del Carmen;2;4;5;7;False;Entire Home;Entire villa;17;0;;;;;
1,33756E+18;28,93263247;-13,6180106;Puerto del Carmen;2;2;2;4;False;Entire Home;Entire villa;0;4;5;5;09/12/2025;14/12/2025;308,54
1,52327E+18;29,1373;-13,45668;Arrieta;2;3;4;6;False;Entire Home;Entire villa;0;0;;;08/11/2025;13/11/2025;355,94
1,42587E+18;29,06297816;-13,51330667;Teguise;2,5;3;5;7;False;Entire Home;Entire villa;0;1;;;04/11/2025;09/11/2025;209,43
1,17896E+18;29,0589836;-13,5380924;Teguise;2;3;4;6;False;Entire Home;Entire villa;0;4;5;5;22/11/2025;27/11/2025;270,62
1,06174E+18;28,95452;-13,69762;Tías;2,5;2;3;4;True;Entire Home;Entire villa;45;34;4,91;5;01/12/2025;08/12/2025;241,32
1,05421E+18;28,92306;-13,70338;Puerto Calero;2;3;4;6;True;Entire Home;Entire villa;25;21;4,9;5;25/02/2026;02/03/2026;246,49
1,26872E+18;28,92122;-13,70523;Puerto Calero;2;3;5;6;False;Entire Home;Entire villa;0;7;4,57;4,5;29/11/2025;04/12/2025;
9,55687E+17;28,9199;-13,70829;Puerto Calero;4;5;9;10;False;Entire Home;Entire villa;28;7;4,14;4;18/12/2025;23/12/2025;411,96
5,7931E+17;28,964462;-13,646546;Tías;2;3;4;6;False;Entire Home;Entire villa;25;1;;;25/11/2025;02/12/2025;193,05
1,30558E+18;28,9585188;-13,6443472;Tías;4;5;8;10;False;Entire Home;Entire villa;0;5;4,2;4;02/12/2025;07/12/2025;
9,5785E+17;28,86164;-13,79691;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;24;1;;;05/03/2026;10/03/2026;183,57
9,75804E+17;28,86228;-13,79724;Playa Blanca;2;2;3;4;False;Entire Home;Entire villa;15;0;;;16/03/2026;23/03/2026;197,36
49837095;28,86227;-13,8725;Playa Blanca;2;2;3;4;True;Entire Home;Entire villa;24;88;4,98;5;29/11/2025;06/12/2025;171,51
53431684;28,85886;-13,874515;Playa Blanca;3;4;6;8;False;Entire Home;Entire villa;45;28;4,93;5;06/04/2026;11/04/2026;455,05
1,01878E+18;28,86755;-13,87071;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;24;17;4,65;4,5;06/12/2025;11/12/2025;
30548479;28,86704;-13,86832;Montaña Roja;3,5;3;4;6;False;Entire Home;Entire villa;19;0;;;18/12/2025;23/12/2025;400,76
14798689;28,92481;-13,68924;Tías;3;3;4;6;True;Entire Home;Entire villa;21;20;4,95;5;21/11/2025;26/11/2025;
42081271;28,87326;-13,82423;Playa Blanca;3;3;3;6;True;Entire Home;Entire villa;36;19;5;5;02/11/2025;07/11/2025;
40600698;28,87279;-13,82637;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;44;24;5;5;08/12/2025;13/12/2025;147,38
44384797;28,87393;-13,82527;Playa Blanca;2;3;3;6;False;Entire Home;Entire villa;1;11;4,45;4,5;10/01/2026;16/01/2026;212,88
44330626;28,87457;-13,82428;Playa Blanca;3;3;4;6;False;Entire Home;Entire villa;18;23;5;5;05/09/2026;12/09/2026;176,68
50533761;28,87242;-13,82407;Playa Blanca;2;3;3;4;False;Entire Home;Entire villa;22;1;;;21/04/2026;28/04/2026;206,84
22133668;28,87436;-13,8233;Playa Blanca;2;3;5;6;False;Entire Home;Entire villa;18;7;4,71;4,5;08/12/2025;15/12/2025;183,57
52167063;28,87396;-13,82201;Playa Blanca;3;3;4;6;False;Entire Home;Entire villa;21;0;;;14/12/2025;19/12/2025;588,64
52686919;28,86693;-13,8249;Playa Blanca;2;3;5;6;True;Entire Home;Entire villa;23;34;4,91;5;29/11/2025;04/12/2025;254,24
8,28828E+17;28,86885;-13,82697;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;0;0;;;04/12/2025;09/12/2025;175,82
1,32618E+18;28,87341;-13,84603;Playa Blanca;1;2;4;5;False;Entire Home;Entire villa;0;11;5;5;22/11/2025;27/11/2025;165,47
7,60762E+17;28,87096333;-13,84579588;Playa Blanca;6;5;6;10;True;Entire Home;Entire villa;42;40;5;5;24/11/2025;29/11/2025;439,54
5,83285E+17;28,87372;-13,83445;Playa Blanca;2;2;3;4;False;Entire Home;Entire villa;54;31;4,94;5;08/12/2025;13/12/2025;177,54
759483;28,873;-13,84723;Playa Blanca;2;2;3;4;False;Entire Home;Entire villa;17;60;4,7;4,5;27/11/2025;02/12/2025;206,84
31214408;28,8737033;-13,8350111;Playa Blanca;2;3;4;6;False;Entire Home;Entire villa;30;8;4,63;4,5;18/01/2026;23/01/2026;252,52
51106139;28,8702607;-13,86544871;Las Palmas de Gran Canaria;2;2;5;5;False;Entire Home;Entire villa;0;3;5;5;15/12/2025;20/12/2025;174,09
48876785;28,86199066;-13,86587952;Playa Blanca;2;3;5;6;False;Entire Home;Entire villa;18;5;4,8;5;07/11/2025;12/11/2025;365,42
7,2441E+17;28,8625603;-13,86020616;Playa Blanca;2;3;4;6;True;Entire Home;Entire villa;32;18;4,67;4,5;03/11/2025;08/11/2025;296,48
8,47536E+17;28,8671714;-13,866344;Montaña Roja;2;2;3;4;False;Entire Home;Entire villa;23;12;4,92;5;08/01/2026;15/01/2026;
29209037;28,86669;-13,85088;Playa Blanca;5;5;7;12;False;Entire Home;Entire villa;30;9;4,44;4,5;13/12/2025;20/12/2025;395,59
8,12412E+17;28,92473;-13,64868;Tías;2;3;5;6;False;Entire Home;Entire villa;21;1;;;29/01/2026;05/02/2026;228,39
9,54176E+17;28,91962;-13,65226;Tías;2,5;3;4;6;False;Entire Home;Entire villa;23;2;;;02/04/2026;07/04/2026;302,51
9,57823E+17;28,92415;-13,65344;Tías;2;3;5;6;False;Entire Home;Entire villa;0;0;;;26/02/2026;03/03/2026;253,38
50648400;28,92257;-13,65714;Tías;4;4;6;8;True;Entire Home;Entire villa;34;10;5;5;16/02/2026;21/02/2026;447,3
50557501;28,92409515;-13,66009235;Tías;2;3;4;6;True;Entire Home;Entire villa;38;17;4,94;5;05/01/2026;12/01/2026;342,15
50431656;28,9241;-13,6567;Tías;2;2;4;5;False;Entire Home;Entire villa;40;8;5;5;19/12/2025;24/12/2025;333,53
50544450;28,93099257;-13,67332909;Tías;3,5;5;7;11;True;Entire Home;Entire villa;28;5;5;5;01/11/2025;06/11/2025;461,95
7,22306E+17;28,8684;-13,80667;Playa Blanca;2;3;3;4;False;Entire Home;Entire villa;24;5;4,6;4,5;08/12/2025;13/12/2025;125,83
1,37079E+18;28,8679351;-13,80589125;Playa Blanca;2;4;7;11;False;Entire Home;Entire villa;0;0;;;29/11/2025;04/12/2025;335,26
1,14627E+18;28,8651261;-13,80285069;Playa Blanca;2;3;5;7;False;Entire Home;Entire villa;0;3;4,33;4,5;15/11/2025;20/11/2025;
7,40629E+17;28,85993314;-13,80292895;Playa Blanca;2,5;3;4;5;True;Entire Home;Entire villa;29;28;4,89;5;04/12/2025;11/12/2025;227,53
7,54099E+17;28,8630745;-13,80861921;Yaiza;2;2;3;4;False;Entire Home;Entire villa;19;5;4,6;4,5;27/11/2025;02/12/2025;206,84
50336330;28,86132;-13,80953;Playa Blanca;2,5;3;4;6;False;Entire Home;Entire villa;28;11;4,91;5;21/11/2025;26/11/2025;229,25
1,11219E+18;28,85666;-13,81073;Las Marinas;2;2;2;4;False;Entire Home;Entire villa;0;1;;;21/05/2026;26/05/2026;309,4
44224147;28,86602;-13,8337;Playa Blanca;2;3;5;6;False;Entire Home;Entire villa;51;4;4;4;02/12/2025;07/12/2025;182,71
1,42908E+18;28,866007;-13,841433;Playa Blanca;3;4;5;8;False;Entire Home;Entire villa;0;0;;;19/11/2025;26/11/2025;347,32
48690899;29,08046;-13,66844;El Cuchillo;1;1;1;2;False;Private Room;Private room;44;0;;;02/12/2025;07/12/2025;116,35
3144852;29,05768;-13,63455;Tiagua;1;1;1;2;True;Private Room;Private room;8;150;4,73;5;22/11/2025;27/11/2025;61,19
8,51973E+17;29,00279926;-13,61483663;San Bartolomé;1,5;1;1;2;False;Private Room;Private room;65;126;4,74;5;08/01/2026;13/01/2026;41,37
52917581;28,95104;-13,65133;Tías;1,5;1;1;2;False;Private Room;Private room;19;30;4,67;4,5;15/12/2025;20/12/2025;49,99
8155525;28,86732;-13,79539;Playa Blanca;1,5;1;2;2;True;Private Room;Private room;39;138;4,69;4,5;23/11/2025;28/11/2025;49,13
8,11405E+17;28,9918649;-13,51299666;Costa Teguise;1;1;1;1;False;Private Room;Private room;17;28;4,89;5;06/02/2026;11/02/2026;43,09
1,03692E+18;28,97064;-13,5438;Arrecife;1;1;1;2;False;Private Room;Private room;25;2;;;01/11/2025;06/11/2025;67,22
9,35593E+17;28,9609;-13,55938;Arrecife;1,5;1;1;2;False;Private Room;Private room;7;83;4,6;4,5;26/01/2026;31/01/2026;46,54
9,84176E+17;28,95298;-13,59214;Playa Honda;1;1;1;2;False;Private Room;Private room;19;39;4,67;4,5;25/11/2025;30/11/2025;64,64
