Network Slice ID;Timestamp;Device ID;Traffic Load (bps);Traffic Type;Network Utilization (%);Latency (ms);Packet Loss Rate (%);Signal Strength (dBm);Bandwidth Utilization (%);Network Slice Failure;QoS Metric (Throughput);Overload Status;Device Type;Region;Network Failure Count;Time of Day;Weather Conditions
4;17/02/2025 16:00;140;0.694764336;0;0.007122383;0.606577409;0.57454913;0.308130883;0.759087205;1;0.726556296;0;1;1;2;1;1
2;17/02/2025 17:00;112;0.970558711;0;0.518369223;0.964201786;0.695819623;0.607585935;0.784299208;0;0.376723434;0;1;2;3;1;1
3;17/02/2025 18:00;108;0.622437033;2;0.037316772;0.590265307;0.924606619;0.184396383;0.922744846;0;0.717466308;0;0;3;2;0;1
2;17/02/2025 19:00;135;0.720634387;3;0.56943355;0.471797001;0.712581558;0.627192078;0.376035856;0;0.142841172;1;1;0;1;0;2
3;17/02/2025 20:00;185;0.184588145;0;0.921248717;0.574173029;0.368395265;0.173003321;0.506165114;1;0.913622154;0;1;1;4;2;1
1;17/02/2025 21:00;189;0.135974128;2;0.968934208;0.92918165;0.713216039;0.062770483;0.362994916;1;0.879341313;1;1;2;3;1;1
1;17/02/2025 22:00;157;0.621059285;1;0.540733618;0.829516095;0.040139868;0.329932315;0.256913539;1;0.149650494;0;2;1;1;0;2
1;17/02/2025 23:00;153;0.120221285;0;0.45832144;0.323390135;0.386445065;0.230480382;0.751026564;0;0.938407484;0;2;1;3;1;2
4;18/02/2025 0:00;111;0.832464544;2;0.945513896;0.237542531;0.406362186;0.889887078;0.339510624;1;0.557284677;0;1;0;0;0;1
2;18/02/2025 1:00;180;0.813455409;0;0.673894683;0.262958264;0.166761292;0.053876924;0.428037224;1;0.701323829;0;1;0;1;1;0
4;18/02/2025 2:00;177;0.893520579;3;0.064708769;0.505093278;0.022938851;0.175824812;0.403553418;1;0.840131524;0;1;2;0;2;2
1;18/02/2025 3:00;113;0.274497868;3;0.465848085;0.745066173;0.133288075;0.548810519;0.712642252;1;0.082514848;1;1;0;2;1;2
2;18/02/2025 4:00;133;0.381382377;1;0.240191441;0.503889718;0.654781018;0.480998149;0.917843883;0;0.16833039;0;2;3;1;0;1
1;18/02/2025 5:00;152;0.63354582;0;0.469930014;0.067840955;0.802519924;0.04475397;0.666722043;1;0.289579843;0;0;1;0;2;0
4;18/02/2025 6:00;119;0.218325157;2;0.455580067;0.724567996;0.988524727;0.006063116;0.471484613;1;0.476613817;0;1;0;4;2;2
4;18/02/2025 7:00;174;0.923726418;1;0.582358226;0.807075865;0.34637359;0.989197634;0.77920795;1;0.345309103;0;2;2;2;0;2
4;18/02/2025 8:00;115;0.680156649;0;0.356807911;0.289861136;0.599511965;0.659185966;0.640928856;1;0.505289506;1;1;2;1;2;2
1;18/02/2025 9:00;194;0.319726498;1;0.164157541;0.665027565;0.937441449;0.365063624;0.060377684;0;0.184982684;0;0;2;1;1;0
2;18/02/2025 10:00;169;0.093364108;2;0.503871613;0.427152255;0.166964938;0.470338061;0.095442401;1;0.681805288;0;2;3;4;1;2
2;18/02/2025 11:00;155;0.210561694;1;0.830610024;0.890344625;0.717835661;0.265973882;0.037676834;0;0.05464694;0;2;0;4;0;2
1;18/02/2025 12:00;182;0.841631351;1;0.664289584;0.846387727;0.755186906;0.344482731;0.456713504;0;0.360722267;0;0;0;0;1;0
2;18/02/2025 13:00;157;0.422065998;1;0.338390916;0.526134441;0.088860848;0.649372585;0.825871558;1;0.178090779;1;0;3;0;0;2
1;18/02/2025 14:00;103;0.62605056;0;0.936012411;0.692446732;0.861509076;0.883692627;0.31293324;1;0.729640793;1;2;0;0;2;0
2;18/02/2025 15:00;103;0.910711265;2;0.912678751;0.884566676;0.813341398;0.183358914;0.384033549;0;0.883542229;0;0;0;3;1;0
3;18/02/2025 16:00;119;0.504395883;3;0.209270694;0.496376736;0.033261378;0.841141966;0.909522639;1;0.077725466;0;1;0;2;0;0
3;18/02/2025 17:00;109;0.601367954;0;0.039207175;0.313648158;0.090970749;0.120637574;0.836925191;1;0.784810393;0;0;3;1;1;1
4;18/02/2025 18:00;123;0.506162027;3;0.741646428;0.754696684;0.048992888;0.214294084;0.665013535;0;0.895625423;0;0;3;2;2;2
3;18/02/2025 19:00;198;0.333796663;3;0.828015377;0.220329713;0.334747986;0.036056724;0.266638686;0;0.973965668;0;2;2;4;2;2
3;18/02/2025 20:00;125;0.21668477;0;0.96837921;0.389036786;0.50937806;0.139938333;0.116827304;0;0.578916147;1;0;3;2;1;2
3;18/02/2025 21:00;136;0.773024412;0;0.890290104;0.866918879;0.532447975;0.918265524;0.015811548;0;0.326624463;1;2;3;2;2;0
1;18/02/2025 22:00;184;0.328243383;2;0.600762553;0.725410846;0.267638697;0.459318567;0.106793207;0;0.321199784;0;1;2;0;0;1
3;18/02/2025 23:00;153;0.88600974;2;0.530225082;0.40433861;0.911880984;0.076643032;0.292439801;0;0.378263512;0;0;3;4;1;0
3;19/02/2025 0:00;120;0.219593843;1;0.0276216;0.21500031;0.368283493;0.960789522;0.551718367;1;0.612236571;0;0;0;2;1;2
4;19/02/2025 1:00;173;0.590083333;3;0.246607876;0.356427218;0.045414416;0.879864106;0.063768521;1;0.489654716;1;2;1;1;2;0
3;19/02/2025 2:00;137;0.705964379;2;0.459732487;0.284459666;0.300214833;0.755260405;0.136019888;1;0.653252526;0;2;2;0;0;1
3;19/02/2025 3:00;145;0.841366485;1;0.628753527;0.176289526;0.53120907;0.934473401;0.180887512;1;0.038206558;0;0;1;2;1;2
2;19/02/2025 4:00;103;0.315019008;2;0.557445817;0.744348605;0.408261897;0.219443427;0.631936678;1;0.104852776;1;2;1;4;1;0
4;19/02/2025 5:00;159;0.321002974;0;0.742974746;0.252379352;0.27381745;0.837140315;0.615739078;1;0.976537982;1;0;2;1;2;1
4;19/02/2025 6:00;156;0.933115802;2;0.279744217;0.454767465;0.131229091;0.690416127;0.550693694;1;0.995406221;0;1;1;4;2;0
4;19/02/2025 7:00;144;0.530599799;3;0.565152605;0.386361244;0.819403789;0.870609217;0.250330986;1;0.746386072;0;0;1;4;0;0
4;19/02/2025 8:00;119;0.504015278;2;0.087969884;0.983436282;0.996470327;0.797589295;0.370988783;1;0.255545963;0;1;2;4;0;2
4;19/02/2025 9:00;116;0.054091621;3;0.413747376;0.391601564;0.329544066;0.346107844;0.096468868;0;0.953352894;0;1;2;3;2;1
4;19/02/2025 10:00;170;0.25520161;0;0.750505465;0.08004456;0.381648223;0.775023037;0.226282286;0;0.212801234;1;2;0;1;0;0
1;19/02/2025 11:00;103;0.44201997;3;0.69370116;0.089901981;0.618179312;0.261870385;0.897746899;1;0.731140611;1;2;2;4;2;1
3;19/02/2025 12:00;192;0.414521772;2;0.99117517;0.591550069;0.718631936;0.328162615;0.979760289;1;0.1142406;0;2;3;3;1;2
4;19/02/2025 13:00;113;0.007309408;1;0.277866947;0.600172277;0.39206176;0.106954386;0.647619309;0;0.648516417;1;2;1;0;2;2
3;19/02/2025 14:00;102;0.471588127;0;0.498337159;0.419308084;0.905210382;0.936081018;0.91687123;0;0.759257427;0;0;2;3;2;2
3;19/02/2025 15:00;187;0.852942682;2;0.329546562;0.432411596;0.560117644;0.290484942;0.642700012;0;0.859500702;1;1;0;0;2;1
1;19/02/2025 16:00;179;0.124402382;0;0.440706003;0.053957212;0.450450593;0.520646946;0.032954829;1;0.73401882;0;0;2;3;1;1
4;19/02/2025 17:00;157;0.229737761;0;0.857378158;0.51723618;0.646828422;0.39105163;0.996836722;0;0.923421242;0;1;1;4;0;0
2;19/02/2025 18:00;154;0.696674041;2;0.684502204;0.505412172;0.953107922;0.96099128;0.098732195;0;0.520384176;1;1;2;3;0;1
1;19/02/2025 19:00;103;0.204321765;2;0.882889126;0.149711404;0.794779652;0.334634889;0.68261299;0;0.67707418;1;1;1;3;0;2
2;19/02/2025 20:00;123;0.4943154;1;0.203428844;0.10393576;0.039874707;0.779180127;0.252666529;1;0.368832403;1;0;2;4;2;0
3;19/02/2025 21:00;133;0.887791464;0;0.873801961;0.123697232;0.332313185;0.85623221;0.391857042;0;0.009248007;1;2;0;0;2;1
3;19/02/2025 22:00;129;0.686398803;0;0.059567752;0.101120579;0.470614972;0.43542997;0.645893343;1;0.75643205;1;0;3;4;0;2
1;19/02/2025 23:00;181;0.899323145;2;0.889052024;0.610531792;0.314512221;0.37785949;0.436377864;0;0.869733264;0;1;0;1;1;2
1;20/02/2025 0:00;118;0.23273809;3;0.329089571;0.196712207;0.700369173;0.748307304;0.250375634;0;0.172975984;0;0;2;3;1;0
2;20/02/2025 1:00;130;0.763606093;2;0.314592112;0.251738698;0.826511883;0.913847939;0.334303259;1;0.027520843;1;1;1;1;1;2
4;20/02/2025 2:00;159;0.04017726;0;0.512247291;0.173768764;0.731541811;0.755510207;0.341407517;0;0.163542235;0;2;0;4;1;1
2;20/02/2025 3:00;159;0.289994747;2;0.941183611;0.959159358;0.989655069;0.226456915;0.959385771;0;0.895191912;0;2;3;4;2;2
1;20/02/2025 4:00;118;0.654935408;1;0.047577486;0.855793134;0.272521951;0.88920157;0.798622212;0;0.294705351;0;0;3;2;0;0
2;20/02/2025 5:00;148;0.802277624;3;0.352264851;0.230773287;0.875255846;0.387291592;0.458446517;1;0.232826153;0;2;1;1;1;2
1;20/02/2025 6:00;162;0.421593024;2;0.856999721;0.327984291;0.766836483;0.576385368;0.199633871;1;0.013453338;1;1;2;2;2;2
2;20/02/2025 7:00;182;0.17548032;1;0.396122577;0.210141675;0.362196511;0.832194976;0.811029371;1;0.296251931;0;1;0;1;2;1
1;20/02/2025 8:00;121;0.725549986;0;0.199071233;0.492530163;0.734322607;0.187633741;0.156981449;0;0.715329733;0;2;0;2;2;1
1;20/02/2025 9:00;123;0.494672635;2;0.424884724;0.019585821;0.103968589;0.785158543;0.210278656;1;0.959067183;0;2;1;2;0;1
1;20/02/2025 10:00;175;0.85529754;0;0.385612399;0.672280245;0.78955831;0.596365884;0.36588081;0;0.311956524;0;2;0;1;2;1
4;20/02/2025 11:00;129;0.547352009;1;0.915889887;0.523857324;0.532430842;0.894247367;0.88038418;0;0.239815596;1;0;1;4;0;2
2;20/02/2025 12:00;157;0.922478878;0;0.762288203;0.899877883;0.292274046;0.171170543;0.131577323;0;0.88796312;0;0;1;0;0;1
2;20/02/2025 13:00;130;0.463326092;1;0.505268824;0.164576108;0.655937385;0.420470423;0.122021716;0;0.85235699;0;1;2;4;0;2
2;20/02/2025 14:00;199;0.520651748;1;0.988901225;0.805212308;0.641773219;0.833605777;0.493884344;0;0.327393904;0;0;1;0;0;1
1;20/02/2025 15:00;163;0.722466191;1;0.465399689;0.793046612;0.209429955;0.018070715;0.276248593;0;0.067732634;1;0;0;1;2;1
2;20/02/2025 16:00;118;0.416024163;2;0.058042118;0.127311118;0.03025433;0.111260192;0.568661796;0;0.992006152;1;1;1;3;2;1
2;20/02/2025 17:00;147;0.027846529;0;0.262237948;0.399079279;0.433674975;0.99170081;0.451532165;0;0.680353725;0;1;0;4;2;2
1;20/02/2025 18:00;144;0.170295403;0;0.436169829;0.170344345;0.569630133;0.279850673;0.43484912;1;0.926520035;0;2;1;2;1;1
3;20/02/2025 19:00;199;0.874411286;3;0.156783962;0.255033776;0.876872413;0.976643273;0.111757131;1;0.341124139;1;2;2;4;1;2
1;20/02/2025 20:00;193;0.906529055;3;0.948063918;0.263571707;0.92850895;0.181756662;0.14084338;0;0.647295899;0;0;2;1;0;1
2;20/02/2025 21:00;154;0.683588777;3;0.767206563;0.556983121;0.528903748;0.360741742;0.821095136;1;0.674139345;1;1;1;3;0;1
1;20/02/2025 22:00;154;0.586621157;3;0.268255522;0.411949461;0.754011087;0.753443042;0.885920535;1;0.872781677;0;0;1;3;0;0
3;20/02/2025 23:00;196;0.26172421;0;0.591024719;0.949042335;0.439358414;0.658127175;0.23450791;1;0.99307601;0;0;1;4;0;1
1;21/02/2025 0:00;117;0.421221321;1;0.721771368;0.126498905;0.746286017;0.581289925;0.113245149;0;0.107640689;1;1;2;4;0;2
2;21/02/2025 1:00;162;0.964066159;1;0.941772812;0.975038984;0.204742986;0.529945591;0.053181641;1;0.630707777;0;1;3;4;1;0
3;21/02/2025 2:00;191;0.168088559;2;0.882082654;0.230917297;0.371086796;0.844228184;0.608244437;0;0.335683201;0;1;1;1;0;2
4;21/02/2025 3:00;146;0.172872838;1;0.515353364;0.773932095;0.634377635;0.234297607;0.715335122;1;0.811462373;0;1;3;0;2;2
2;21/02/2025 4:00;174;0.515870808;0;0.775016379;0.339404317;0.018008947;0.44231063;0.372679635;1;0.753884076;1;0;1;0;0;0
3;21/02/2025 5:00;156;0.994416672;0;0.562342558;0.143234182;0.72265372;0.154613378;0.679646084;1;0.892417874;1;0;0;2;2;1
3;21/02/2025 6:00;144;0.749750714;0;0.552894322;0.859069559;0.835782726;0.596144159;0.71293994;0;0.342954699;0;0;2;1;2;0
4;21/02/2025 7:00;132;0.768335841;2;0.114590371;0.309252006;0.399177334;0.249930343;0.935396289;0;0.183594364;0;1;3;3;2;2
1;21/02/2025 8:00;116;0.473816116;3;0.12599497;0.659749653;0.448001747;0.333424929;0.064642362;0;0.0206737;0;2;3;2;2;1
1;21/02/2025 9:00;169;0.386065384;1;0.529705952;0.567205085;0.851537071;0.471158465;0.192102207;0;0.254654446;0;0;2;3;0;0
2;21/02/2025 10:00;103;0.139012295;0;0.268830315;0.47238159;0.775872832;0.025627421;0.068295909;0;0.366451052;1;2;3;3;0;2
4;21/02/2025 11:00;119;0.141668744;0;0.020812138;0.496479346;0.288131355;0.090948851;0.868025868;0;0.946029516;1;2;1;4;0;1
1;21/02/2025 12:00;146;0.655790102;3;0.7231625;0.733237656;0.323975341;0.686344547;0.792594381;0;0.490798686;1;2;3;3;0;2
4;21/02/2025 13:00;190;0.853309933;0;0.032270774;0.087846191;0.679049514;0.428777762;0.574577864;0;0.555942326;0;1;1;3;0;1
1;21/02/2025 14:00;114;0.194409327;1;0.59550052;0.669088317;0.563313295;0.865628441;0.083438292;0;0.880013494;0;1;3;1;1;1
3;21/02/2025 15:00;169;0.454503165;2;0.539373675;0.897046992;0.162150395;0.695108001;0.273149395;1;0.884960075;1;0;0;4;2;0
1;21/02/2025 16:00;146;0.691563688;0;0.969330077;0.057818369;0.309922334;0.006913636;0.297564884;1;0.527384995;0;0;3;4;2;1
4;21/02/2025 17:00;177;0.390887501;1;0.484350084;0.140802636;0.900261745;0.616964003;0.560674434;0;0.112683953;0;1;3;2;1;2
3;21/02/2025 18:00;174;0.66956424;0;0.063409912;0.717609243;0.688350225;0.092740006;0.257875927;1;0.269681636;1;1;1;4;1;1
3;21/02/2025 19:00;108;0.3045045;3;0.551877606;0.437857369;0.986294472;0.78157313;0.072731238;1;0.456273565;0;2;2;0;0;2
3;21/02/2025 20:00;189;0.113023166;0;0.841511817;0.404075848;0.767226537;0.992645513;0.730749261;0;0.750902072;1;1;0;1;0;1
4;21/02/2025 21:00;115;0.425062989;0;0.997386564;0.137110631;0.942273256;0.531248282;0.298925693;0;0.711367735;0;1;2;2;2;1
2;21/02/2025 22:00;168;0.690997231;2;0.43043805;0.507445656;0.216135555;0.68318738;0.452269899;1;0.642312843;0;1;1;0;0;0
2;21/02/2025 23:00;160;0.964505747;3;0.320307681;0.126674326;0.77170105;0.236668798;0.127455939;0;0.880130429;0;1;0;3;2;1
2;22/02/2025 0:00;109;0.200888525;3;0.90712014;0.477252729;0.0200695;0.437425924;0.802558789;1;0.802439721;0;2;3;0;0;1
4;22/02/2025 1:00;149;0.241565469;2;0.191150283;0.764660148;0.670927368;0.856912993;0.565464684;0;0.982119301;0;0;2;2;0;2
3;22/02/2025 2:00;102;0.559372246;0;0.615668331;0.258582728;0.469351953;0.166612337;0.90162857;1;0.889053906;1;2;2;4;2;2
2;22/02/2025 3:00;176;0.913696014;1;0.405790067;0.48142443;0.346770351;0.264956969;0.495381409;0;0.194733575;1;1;2;1;1;2
4;22/02/2025 4:00;193;0.540591252;3;0.040873255;0.99338916;0.862664603;0.445280383;0.941481673;1;0.056530845;0;1;3;2;1;1
2;22/02/2025 5:00;169;0.082894116;3;0.34731849;0.687584629;0.854523999;0.712726448;0.891907964;1;0.41384631;0;0;1;0;0;2
1;22/02/2025 6:00;180;0.653992797;0;0.265194455;0.842513379;0.022154695;0.375566222;0.576396245;1;0.617079322;1;0;3;0;1;2
2;22/02/2025 7:00;150;0.374005084;0;0.686385752;0.415391077;0.609642774;0.928719317;0.933946971;1;0.642708574;1;0;3;2;0;1
2;22/02/2025 8:00;118;0.115750839;3;0.949290247;0.768911875;0.367852719;0.093473922;0.322942098;0;0.26667469;0;2;1;2;1;2
3;22/02/2025 9:00;141;0.890776213;0;0.268015321;0.040514505;0.415704682;0.370474454;0.365509459;1;0.859741806;1;0;1;2;1;0
4;22/02/2025 10:00;134;0.539654205;1;0.811858447;0.123034973;0.83228627;0.709423889;0.045240319;0;0.328481229;1;1;3;4;2;0
3;22/02/2025 11:00;145;0.492923184;3;0.055161856;0.203309619;0.309832153;0.225314621;0.589141471;1;0.919045336;1;1;1;2;1;2
3;22/02/2025 12:00;125;0.332145146;1;0.538300054;0.402476856;0.943348155;0.656758674;0.721908032;0;0.471004126;0;1;2;3;0;2
3;22/02/2025 13:00;168;0.025005342;1;0.070363966;0.846907794;0.179563087;0.163398767;0.773520162;1;0.009249225;1;2;0;1;2;2
3;22/02/2025 14:00;192;0.196878812;0;0.934521215;0.34671093;0.662885873;0.054906183;0.149612849;0;0.161078797;1;0;1;1;1;1
3;22/02/2025 15:00;163;0.560047765;1;0.766708557;0.655509355;0.672273065;0.120095382;0.444052102;1;0.101286279;1;0;0;3;2;0
2;22/02/2025 16:00;136;0.322211563;0;0.658222533;0.710281082;0.252159598;0.930977146;0.176668639;1;0.04292404;1;0;2;0;1;0
3;22/02/2025 17:00;183;0.35839469;2;0.824298597;0.58697213;0.324750219;0.551848963;0.662091814;0;0.713706053;0;0;1;0;0;2
3;22/02/2025 18:00;148;0.279599318;0;0.647784272;0.357702626;0.83504536;0.797022167;0.1577456;1;0.191389079;1;1;3;0;0;2
4;22/02/2025 19:00;120;0.944679757;1;0.969459885;0.577829994;0.762016737;0.332234557;0.904207473;1;0.838455551;1;2;3;0;2;1
1;22/02/2025 20:00;173;0.998386321;2;0.714274308;0.342704721;0.329097596;0.592853449;0.230457695;1;0.263627166;1;0;2;4;1;1
2;22/02/2025 21:00;163;0.521421862;0;0.925139513;0.08394141;0.534057574;0.494915921;0.291245232;1;0.031211548;0;1;1;3;1;0
2;22/02/2025 22:00;104;0.358727442;1;0.517294544;0.994178302;0.061552376;0.946767568;0.850932657;0;0.820489929;0;1;3;1;2;1
2;22/02/2025 23:00;199;0.275779908;3;0.11691464;0.127312385;0.208689256;0.748135715;0.458365329;1;0.465542139;0;2;1;3;2;0
3;23/02/2025 0:00;169;0.222893537;3;0.528349;0.072399487;0.485898251;0.73106344;0.023751273;0;0.599059075;1;0;0;1;0;2
3;23/02/2025 1:00;189;0.027385796;0;0.126730714;0.879740797;0.085857592;0.045256406;0.494495807;0;0.335470291;1;2;3;0;2;2
3;23/02/2025 2:00;103;0.087807489;0;0.592714984;0.302215667;0.84358336;0.549762828;0.084318506;0;0.044941017;1;0;2;4;1;0
4;23/02/2025 3:00;138;0.126503503;3;0.482628662;0.65117892;0.71819646;0.466889132;0.985415113;0;0.369460147;0;2;3;2;2;2
1;23/02/2025 4:00;134;0.160799183;1;0.622820395;0.329425796;0.943933299;0.928829564;0.588051778;1;0.517744177;1;0;2;2;0;1
3;23/02/2025 5:00;100;0.687856679;1;0.009813634;0.391964111;0.69364526;0.256743979;0.256364155;1;0.010546692;1;0;2;0;2;2
1;23/02/2025 6:00;123;0.214699388;1;0.194751456;0.262436875;0.940699434;0.269264978;0.563649892;0;0.573813916;0;2;0;0;1;2
4;23/02/2025 7:00;156;0.881579357;0;0.491472935;0.343484253;0.554623548;0.411112361;0.076639758;1;0.892942122;1;0;0;3;2;0
2;23/02/2025 8:00;199;0.40328723;2;0.951004648;0.411237909;0.600351761;0.242738668;0.799900919;1;0.216943844;1;2;2;4;2;1
3;23/02/2025 9:00;169;0.562601829;2;0.38366742;0.721398816;0.977286844;0.128282896;0.925378779;0;0.926708922;0;2;3;4;2;1
1;23/02/2025 10:00;140;0.28547756;2;0.424462239;0.512218661;0.642282613;0.858235628;0.874478437;0;0.096569983;0;0;2;3;0;2
1;23/02/2025 11:00;153;0.922561231;2;0.715013026;0.944868757;0.030643672;0.558390033;0.341617071;0;0.825256552;0;0;1;4;0;2
3;23/02/2025 12:00;145;0.474072079;2;0.604023086;0.041887697;0.723995837;0.862192834;0.325622348;1;0.840162126;0;2;1;4;0;1
2;23/02/2025 13:00;159;0.992828589;0;0.298918399;0.503738616;0.905749819;0.831893411;0.034846573;0;0.256910284;0;1;3;2;0;1
2;23/02/2025 14:00;159;0.495182335;0;0.410896023;0.585011751;0.795808106;0.281502746;0.651361308;0;0.957819832;1;2;3;4;1;0
2;23/02/2025 15:00;156;0.455918751;2;0.217628615;0.921466932;0.583958479;0.547826035;0.534827554;1;0.415936555;0;1;0;0;1;2
4;23/02/2025 16:00;130;0.563472102;0;0.966534664;0.04917629;0.671471123;0.082208;0.459244378;1;0.14026905;1;1;1;2;0;2
1;23/02/2025 17:00;183;0.570946217;0;0.130495205;0.574271129;0.990513988;0.916209413;0.907675879;1;0.591258893;1;2;2;0;0;1
1;23/02/2025 18:00;123;0.363281354;2;0.371885971;0.85480418;0.090548218;0.404012079;0.167681384;1;0.996636873;0;2;2;0;0;0
1;23/02/2025 19:00;188;0.981536178;1;0.025617958;0.242222614;0.667410471;0.393400518;0.009416897;1;0.89919889;0;2;1;3;2;1
4;23/02/2025 20:00;135;0.769056988;0;0.221711494;0.877499178;0.283377257;0.302264735;0.073087943;1;0.277777839;1;1;1;4;1;2
1;23/02/2025 21:00;184;0.675017361;1;0.780839441;0.019017883;0.640242875;0.460546462;0.223192107;1;0.576513664;1;2;0;4;2;2
4;23/02/2025 22:00;129;0.777714096;0;0.201091144;0.733454682;0.607760315;0.251148178;0.033043921;1;0.114350077;1;2;1;4;0;2
2;23/02/2025 23:00;123;0.865640664;0;0.079884734;0.934401735;0.153373403;0.3745321;0.502755973;0;0.461236018;0;0;0;4;1;2
3;24/02/2025 0:00;129;0.48809439;2;0.474582503;0.658089527;0.20668905;0.800631955;0.313940856;1;0.522533519;1;0;3;2;0;0
1;24/02/2025 1:00;185;0.095493051;0;0.009735827;0.439607477;0.621773107;0.835021527;0.180289621;0;0.314496583;0;0;3;1;2;2
1;24/02/2025 2:00;191;0.837527043;3;0.084591158;0.044892633;0.128134289;0.303695216;0.750077367;1;0.483604657;1;2;1;0;1;1
2;24/02/2025 3:00;106;0.106253506;3;0.808015378;0.92138364;0.265151607;0.468916892;0.204265795;1;0.91987016;1;2;1;1;2;0
3;24/02/2025 4:00;134;0.667376314;2;0.771834621;0.470919404;0.835492632;0.874679344;0.687577916;0;0.499574031;1;2;1;1;1;0
4;24/02/2025 5:00;154;0.958012081;1;0.91561229;0.028985526;0.32709225;0.051591411;0.349126835;1;0.830817065;0;1;1;1;0;2
3;24/02/2025 6:00;191;0.661682811;1;0.854941562;0.690759836;0.488138934;0.890040764;0.511742967;0;0.316611206;0;1;2;2;1;0
2;24/02/2025 7:00;113;0.660367385;1;0.683467885;0.482477026;0.941438755;0.218496117;0.933920564;1;0.971396646;1;0;2;1;2;2
2;24/02/2025 8:00;109;0.445719189;3;0.052132533;0.12447117;0.227101384;0.678937098;0.037111339;0;0.092419807;1;1;3;2;2;0
3;24/02/2025 9:00;179;0.740472619;1;0.783218777;0.214526937;0.389657077;0.582722601;0.500175924;0;0.585123859;1;1;2;3;2;0
4;24/02/2025 10:00;115;0.476967798;1;0.845929905;0.064530488;0.60659395;0.553041642;0.854450447;1;0.789666055;0;1;1;3;2;1
4;24/02/2025 11:00;153;0.580252135;2;0.799464983;0.575066225;0.755547277;0.860185605;0.587914411;0;0.813847743;0;0;0;3;0;1
1;24/02/2025 12:00;194;0.036082968;1;0.50863493;0.622870788;0.901932664;0.100605837;0.27670872;0;0.197361355;0;0;3;2;2;1
4;24/02/2025 13:00;188;0.335063123;3;0.232842526;0.506416436;0.915758964;0.346642066;0.397558932;1;0.400966076;0;1;1;2;0;0
3;24/02/2025 14:00;176;0.551987162;3;0.845748929;0.818223873;0.776858748;0.538318912;0.680236038;1;0.623778938;0;2;2;0;1;1
2;24/02/2025 15:00;169;0.708996982;3;0.727489482;0.86219368;0.228283704;0.812000576;0.890851307;0;0.315101708;1;0;0;1;2;1
1;24/02/2025 16:00;143;0.82199789;2;0.98128589;0.616456498;0.024663536;0.215748374;0.040827295;1;0.657919014;1;1;0;4;1;1
1;24/02/2025 17:00;172;0.011325798;2;0.15557299;0.012721915;0.383802153;0.8036218;0.07130973;0;0.37807388;1;2;2;4;1;0
2;24/02/2025 18:00;144;0.972073343;0;0.225599619;0.696176195;0.141459649;0.399376914;0.324905517;0;0.350126597;0;2;1;1;0;2
4;24/02/2025 19:00;199;0.880574425;1;0.211722357;0.418547218;0.710574204;0.188154058;0.232603437;0;0.107041977;1;0;0;4;2;1
2;24/02/2025 20:00;155;0.706630995;2;0.792917495;0.56631761;0.661293265;0.759574501;0.264765176;1;0.038145491;0;2;0;4;0;0
4;24/02/2025 21:00;183;0.517126138;3;0.186812066;0.649960799;0.043835137;0.08990736;0.221089979;1;0.835105599;0;0;2;4;2;0
2;24/02/2025 22:00;181;0.567095646;3;0.066470694;0.350687202;0.836841517;0.514778012;0.19563669;0;0.488968387;1;1;0;2;1;2
3;24/02/2025 23:00;156;0.42711403;2;0.999099423;0.918363997;0.24870603;0.06282035;0.13041424;0;0.562383546;1;0;0;2;0;1
4;25/02/2025 0:00;120;0.075543531;2;0.024595399;0.134114562;0.432278787;0.356054097;0.934007684;0;0.371506492;0;2;0;2;2;0
3;25/02/2025 1:00;167;0.223340916;2;0.835655137;0.672424251;0.668099711;0.601291504;0.143984183;1;0.135749682;0;0;3;1;1;0
1;25/02/2025 2:00;149;0.121541163;0;0.365410976;0.004312944;0.429469137;0.556223941;0.204218228;0;0.448948731;1;0;1;3;0;0
2;25/02/2025 3:00;132;0.898851283;3;0.842031512;0.925927455;0.441343907;0.404405711;0.246093897;1;0.228073516;0;1;1;4;0;2
1;25/02/2025 4:00;190;0.767930752;0;0.55481242;0.112612963;0.065501989;0.42885596;0.933068118;0;0.837517698;0;2;2;0;0;1
1;25/02/2025 5:00;106;0.032651953;0;0.90209415;0.09496773;0.401480338;0.226099259;0.75570927;0;0.986799114;0;0;1;2;0;0
1;25/02/2025 6:00;169;0.452397593;1;0.926675088;0.333433452;0.765060851;0.455754001;0.789705705;0;0.888991447;1;1;0;0;1;0
1;25/02/2025 7:00;114;0.981009784;3;0.008864093;0.374050411;0.91546217;0.954302237;0.104540055;0;0.527743857;0;1;1;4;1;0
2;25/02/2025 8:00;181;0.057618344;3;0.075229875;0.214555241;0.413539769;0.851257238;0.836331426;1;0.627719155;0;1;3;3;1;0
1;25/02/2025 9:00;131;0.671222434;2;0.25031305;0.585909912;0.423633349;0.144369793;0.408074324;1;0.948087498;0;1;0;0;1;1
2;25/02/2025 10:00;174;0.465086671;2;0.669596914;0.443497916;0.702809901;0.02864474;0.262656625;1;0.538163804;0;1;0;4;2;1
2;25/02/2025 11:00;119;0.598059357;1;0.888724685;0.034171816;0.943071212;0.934525044;0.57568624;1;0.638188871;0;0;3;4;1;0
3;25/02/2025 12:00;187;0.833028775;0;0.460059942;0.320058682;0.267032583;0.526788718;0.822199827;1;0.628818208;0;0;3;2;0;0
